Time [s],Gauge Pressure [cmH2O],Inspiratory differential pressure [cmH2O]
0,-0.06,0.04
0.002725,-0.06,0.04
0.005284,-0.06,0.04
0.012595,-0.06,0.04
0.015122,-0.06,0.04
0.017823,-0.06,0.04
0.019926,-0.06,0.04
0.021976,-0.06,0.04
0.027103,-0.06,0.04
0.029163,-0.06,0.04
0.031201,-0.06,0.04
0.033243,-0.06,0.04
0.035284,-0.06,0.04
0.042019,-0.06,0.04
0.044097,-0.03,0.04
0.046156,-0.06,0.04
0.048216,-0.06,0.04
0.050304,-0.06,0.04
0.057176,-0.06,0.04
0.059296,-0.06,0.04
0.061361,-0.06,0.04
0.063405,-0.06,0.04
0.065478,-0.06,0.04
0.070955,-0.06,0.04
0.073029,-0.06,0.04
0.075073,-0.06,0.04
0.077138,-0.06,0.04
0.079179,-0.06,0.04
0.086266,-0.06,0.04
0.088451,-0.06,0.04
0.090704,-0.06,0.04
0.092905,-0.06,0.04
0.095432,-0.06,0.04
0.101801,-0.06,0.04
0.104543,-0.06,0.04
0.107045,-0.06,0.04
0.109111,-0.06,0.04
0.11107,-0.06,0.04
0.115999,-0.06,0.04
0.117999,-0.06,0.04
0.119974,-0.06,0.04
0.122067,-0.06,0.04
0.124183,-0.06,0.04
0.131323,-0.06,0.04
0.133362,-0.06,0.04
0.135299,-0.06,0.04
0.137477,-0.06,0.04
0.139428,-0.06,0.04
0.146431,-0.06,0.04
0.148792,-0.06,0.04
0.150891,-0.06,0.04
0.152974,-0.06,0.04
0.155208,-0.06,0.04
0.161555,-0.06,0.04
0.163699,-0.06,0.04
0.165685,-0.06,0.04
0.167712,-0.03,0.04
0.169828,-0.06,0.04
0.173931,-0.06,0.04
0.176011,-0.06,0.04
0.178162,-0.06,0.04
0.180248,-0.06,0.04
0.18247,-0.06,0.04
0.18906,-0.06,0.04
0.191082,-0.06,0.04
0.193078,-0.06,0.04
0.195337,-0.06,0.04
0.204801,-0.1,0.04
0.207098,-0.06,0.04
0.209257,-0.06,0.04
0.211469,-0.06,0.05
0.213549,-0.06,0.04
0.219317,-0.06,0.04
0.221397,-0.06,0.04
0.22356,-0.06,0.04
0.225861,-0.06,0.04
0.228043,-0.06,0.04
0.234282,-0.03,0.04
0.236322,-0.06,0.04
0.238281,-0.06,0.04
0.240376,-0.06,0.04
0.242458,-0.06,0.04
0.247965,-0.06,0.04
0.250136,-0.1,0.04
0.252181,-0.1,0.04
0.254206,-0.06,0.04
0.256179,-0.1,0.04
0.262998,-0.1,0.04
0.265102,-0.06,0.04
0.267175,-0.06,0.04
0.269149,-0.1,0.04
0.271189,-0.06,0.04
0.278081,-0.06,0.04
0.280167,-0.06,0.04
0.282226,-0.06,0.04
0.284234,-0.06,0.04
0.286199,-0.06,0.04
0.293169,-0.06,0.04
0.295164,-0.06,0.04
0.297237,-0.06,0.04
0.299245,-0.06,0.04
0.301208,-0.06,0.04
0.308218,-0.1,0.04
0.310307,-0.06,0.04
0.312327,-0.1,0.04
0.314302,-0.1,0.04
0.316232,-0.1,0.04
0.323315,-0.1,0.04
0.325311,-0.1,0.04
0.327348,-0.1,0.04
0.329361,-0.1,0.04
0.331333,-0.1,0.04
0.338489,-0.1,0.04
0.340516,-0.1,0.04
0.342512,-0.06,0.04
0.344539,-0.1,0.04
0.346601,-0.1,0.04
0.352328,-0.1,0.04
0.354351,-0.1,0.04
0.356331,-0.1,0.04
0.358359,-0.1,0.04
0.360356,-0.1,0.04
0.366174,-0.06,0.04
0.368189,-0.1,0.04
0.370165,-0.1,0.04
0.372192,-0.1,0.04
0.374194,-0.1,0.04
0.38127,-0.1,0.04
0.383294,-0.06,0.04
0.385267,-0.06,0.04
0.38729,-0.06,0.04
0.395157,-0.06,0.04
0.397169,-0.03,0.04
0.399133,-0.06,0.05
0.401137,-0.03,0.05
0.403154,-0.03,0.05
0.410248,-0.03,0.05
0.412252,-0.03,0.05
0.414253,-0.03,0.04
0.41624,-0.06,0.04
0.418239,-0.06,0.05
0.425345,-0.03,0.05
0.427338,-0.03,0.04
0.429362,-0.03,0.04
0.431457,-0.03,0.05
0.433472,-0.03,0.04
0.440522,-0.03,0.04
0.442545,-0.03,0.05
0.444589,-0.03,0.05
0.44663,-0.03,0.04
0.448654,-0.03,0.04
0.455574,-0.03,0.04
0.457566,-0.03,0.04
0.459632,-0.03,0.05
0.46164,-0.03,0.05
0.463643,-0.03,0.04
0.470688,-0.03,0.04
0.472676,-0.03,0.04
0.474647,-0.03,0.05
0.476649,-0.03,0.05
0.478631,-0.03,0.05
0.484547,-0.03,0.05
0.486533,-0.03,0.05
0.488486,-0.06,0.04
0.49046,-0.06,0.04
0.492414,-0.1,0.05
0.499698,-0.1,0.05
0.501674,-0.06,0.05
0.503629,-0.1,0.05
0.505596,-0.1,0.05
0.507578,-0.06,0.05
0.514814,-0.06,0.05
0.516781,-0.1,0.05
0.518737,-0.06,0.05
0.520704,-0.06,0.05
0.522662,-0.06,0.05
0.52989,-0.1,0.04
0.531856,-0.1,0.04
0.533818,-0.1,0.05
0.5358,-0.1,0.05
0.537752,-0.1,0.05
0.545058,-0.1,0.05
0.547042,-0.1,0.05
0.549019,-0.1,0.05
0.55099,-0.1,0.04
0.552942,-0.1,0.04
0.557644,-0.1,0.04
0.559603,-0.06,0.05
0.561574,-0.1,0.04
0.563548,-0.06,0.05
0.565501,-0.06,0.05
0.57274,-0.1,0.05
0.574697,-0.1,0.05
0.576653,-0.06,0.05
0.578618,-0.06,0.04
0.587824,-0.06,0.05
0.589777,-0.1,0.04
0.59173,-0.1,0.05
0.593692,-0.06,0.05
0.595684,-0.1,0.05
0.602996,-0.1,0.05
0.604978,-0.1,0.04
0.606933,-0.06,0.05
0.608884,-0.1,0.04
0.610849,-0.1,0.04
0.616849,-0.1,0.04
0.618825,-0.1,0.04
0.620803,-0.06,0.04
0.622777,-0.1,0.04
0.62477,-0.1,0.04
0.631947,-0.06,0.05
0.633908,-0.1,0.04
0.635858,-0.1,0.04
0.637833,-0.1,0.04
0.639807,-0.06,0.04
0.647071,-0.06,0.04
0.649055,-0.1,0.04
0.651029,-0.06,0.04
0.65301,-0.06,0.04
0.654985,-0.06,0.04
0.662256,-0.1,0.04
0.664289,-0.1,0.04
0.666298,-0.1,0.04
0.668307,-0.06,0.04
0.670288,-0.1,0.04
0.677356,-0.06,0.04
0.679356,-0.1,0.04
0.681384,-0.06,0.04
0.683607,-0.1,0.04
0.68572,-0.06,0.04
0.692454,-0.06,0.04
0.69455,-0.06,0.04
0.696576,-0.1,0.04
0.698582,-0.06,0.05
0.700572,-0.06,0.04
0.70762,-0.06,0.04
0.709697,-0.06,0.04
0.71168,-0.06,0.04
0.713698,-0.06,0.04
0.715689,-0.1,0.05
0.721434,-0.1,0.04
0.723435,-0.06,0.04
0.725423,-0.1,0.05
0.72744,-0.1,0.04
0.729439,-0.06,0.05
0.736549,-0.06,0.04
0.738557,-0.06,0.04
0.740559,-0.1,0.04
0.742572,-0.1,0.05
0.744544,-0.1,0.05
0.750442,-0.06,0.05
0.752461,-0.1,0.05
0.754436,-0.06,0.05
0.756484,-0.06,0.05
0.758515,-0.1,0.05
0.76431,-0.06,0.05
0.766349,-0.1,0.05
0.768308,-0.06,0.05
0.770323,-0.1,0.04
0.779383,-0.06,0.05
0.781411,-0.1,0.05
0.783385,-0.06,0.05
0.785352,-0.06,0.05
0.78732,-0.1,0.04
0.794458,-0.1,0.05
0.796482,-0.1,0.05
0.798475,-0.06,0.05
0.800437,-0.06,0.05
0.8024,-0.06,0.05
0.809325,-0.1,0.05
0.811288,-0.1,0.04
0.813278,-0.1,0.05
0.815247,-0.06,0.05
0.817204,-0.1,0.05
0.824549,-0.06,0.04
0.826586,-0.06,0.04
0.828612,-0.06,0.04
0.830792,-0.06,0.04
0.832829,-0.1,0.04
0.8394,-0.06,0.05
0.841418,-0.06,0.04
0.843395,-0.06,0.04
0.845455,-0.06,0.04
0.847588,-0.1,0.04
0.854628,-0.06,0.04
0.856918,-0.1,0.04
0.859111,-0.1,0.04
0.861262,-0.06,0.04
0.863495,-0.06,0.04
0.870042,-0.06,0.04
0.872244,-0.1,0.04
0.874319,-0.1,0.04
0.876403,-0.1,0.04
0.878488,-0.1,0.04
0.88486,-0.06,0.04
0.886855,-0.1,0.04
0.8888,-0.06,0.04
0.8909,-0.1,0.04
0.893143,-0.06,0.04
0.898624,-0.1,0.04
0.900654,-0.06,0.04
0.902652,-0.06,0.04
0.904664,-0.06,0.04
0.906663,-0.1,0.04
0.913819,-0.06,0.04
0.915866,-0.06,0.04
0.917861,-0.06,0.04
0.919862,-0.06,0.04
0.921893,-0.06,0.04
0.928892,-0.06,0.04
0.930954,-0.1,0.05
0.932949,-0.1,0.05
0.93497,-0.06,0.05
0.93698,-0.1,0.05
0.941451,-0.1,0.05
0.94359,-0.1,0.04
0.945596,-0.06,0.04
0.947626,-0.1,0.05
0.949603,-0.1,0.05
0.956395,-0.1,0.05
0.958388,-0.1,0.04
0.960347,-0.06,0.04
0.962358,-0.1,0.04
0.971485,-0.1,0.05
0.97349,-0.1,0.05
0.975488,-0.06,0.05
0.97749,-0.06,0.05
0.979601,-0.1,0.04
0.986624,-0.06,0.05
0.988683,-0.06,0.04
0.99067,-0.1,0.05
0.99272,-0.1,0.05
0.994719,-0.1,0.05
1.001631,-0.06,0.04
1.003636,-0.06,0.05
1.005607,-0.1,0.05
1.007598,-0.1,0.05
1.009564,-0.06,0.05
1.016467,-0.1,0.05
1.018442,-0.06,0.05
1.020402,-0.06,0.05
1.022379,-0.06,0.05
1.024329,-0.06,0.05
1.031517,-0.1,0.04
1.033498,-0.06,0.04
1.035449,-0.1,0.04
1.037417,-0.06,0.04
1.039366,-0.06,0.04
1.046653,-0.1,0.04
1.048653,-0.1,0.04
1.050664,-0.06,0.05
1.052711,-0.06,0.04
1.054704,-0.06,0.04
1.061665,-0.06,0.04
1.063727,-0.1,0.04
1.065719,-0.06,0.04
1.067745,-0.1,0.04
1.069713,-0.06,0.04
1.076727,-0.1,0.04
1.078715,-0.06,0.04
1.080749,-0.06,0.04
1.082767,-0.06,0.04
1.084737,-0.1,0.04
1.090562,-0.06,0.04
1.092556,-0.06,0.04
1.094522,-0.06,0.04
1.096571,-0.1,0.04
1.098557,-0.1,0.04
1.105698,-0.1,0.04
1.107774,-0.1,0.05
1.10976,-0.1,0.04
1.111759,-0.06,0.04
1.11373,-0.06,0.05
1.120754,-0.06,0.05
1.122775,-0.06,0.04
1.124753,-0.06,0.04
1.126743,-0.06,0.04
1.128709,-0.1,0.04
1.133303,-0.1,0.04
1.135281,-0.1,0.04
1.137258,-0.06,0.04
1.13931,-0.1,0.04
1.141271,-0.1,0.04
1.148441,-0.06,0.04
1.15043,-0.06,0.04
1.152404,-0.06,0.05
1.154404,-0.06,0.04
1.163593,-0.06,0.04
1.165607,-0.06,0.04
1.167615,-0.06,0.04
1.169645,-0.06,0.04
1.171694,-0.06,0.04
1.178684,-0.06,0.04
1.180701,-0.06,0.04
1.182695,-0.06,0.04
1.184678,-0.06,0.04
1.186711,-0.06,0.04
1.193705,-0.1,0.04
1.195739,-0.06,0.04
1.197707,-0.06,0.04
1.199694,-0.06,0.04
1.201733,-0.06,0.04
1.208779,-0.06,0.04
1.210818,-0.06,0.04
1.2128,-0.06,0.04
1.214814,-0.06,0.04
1.216815,-0.06,0.04
1.223848,-0.06,0.04
1.225882,-0.06,0.04
1.227871,-0.06,0.04
1.229927,-0.1,0.04
1.231952,-0.1,0.04
1.237711,-0.06,0.05
1.239731,-0.06,0.04
1.241729,-0.06,0.04
1.243759,-0.06,0.05
1.24575,-0.06,0.05
1.252514,-0.1,0.05
1.254507,-0.1,0.05
1.256488,-0.06,0.04
1.258469,-0.06,0.05
1.260461,-0.06,0.04
1.267638,-0.1,0.05
1.269657,-0.1,0.05
1.271672,-0.06,0.05
1.273688,-0.06,0.05
1.275663,-0.1,0.05
