Time [s],Gauge Pressure [cmH2O],Inspiratory differential pressure [cmH2O]
0,7.65,0.18
0.00295,7.65,0.18
0.005787,7.65,0.19
0.009108,7.65,0.18
0.011726,7.65,0.18
0.014601,7.63,0.18
0.01689,7.65,0.18
0.019181,7.63,0.18
0.02128,7.65,0.19
0.023422,7.65,0.18
0.025582,7.63,0.18
0.027667,7.63,0.18
0.029788,7.6,0.18
0.031985,7.63,0.19
0.034026,7.63,0.19
0.036105,7.63,0.19
0.038187,7.6,0.19
0.040182,7.63,0.19
0.042147,7.6,0.19
0.044118,7.63,0.19
0.046136,7.6,0.2
0.048075,7.56,0.19
0.050043,7.56,0.19
0.052001,7.56,0.19
0.054075,7.56,0.19
0.056134,7.56,0.19
0.058147,7.56,0.19
0.060098,7.56,0.19
0.063697,7.6,0.2
0.065999,7.56,0.2
0.069844,7.56,0.2
0.072389,7.56,0.2
0.074835,7.56,0.2
0.078752,7.56,0.2
0.081136,7.56,0.2
0.083726,7.53,0.19
0.087725,7.53,0.2
0.090076,7.53,0.2
0.093825,7.53,0.2
0.096589,7.53,0.21
0.098868,7.53,0.2
0.102719,7.53,0.21
0.105226,7.53,0.21
0.108219,7.53,0.21
0.111759,7.53,0.21
0.114283,7.53,0.21
0.117827,7.53,0.21
0.120373,7.53,0.21
0.122894,7.53,0.21
0.126779,7.53,0.21
0.129155,7.56,0.21
0.132879,7.53,0.21
0.135649,7.53,0.22
0.137894,7.5,0.21
0.141822,7.5,0.22
0.144382,7.53,0.22
0.146697,7.53,0.22
0.150785,7.5,0.22
0.153165,7.53,0.22
0.156864,7.53,0.23
0.15962,7.53,0.22
0.161922,7.53,0.22
0.165914,7.53,0.23
0.168315,7.53,0.23
0.170784,7.53,0.23
0.174736,7.53,0.22
0.177173,7.53,0.23
0.18061,7.5,0.24
0.183404,7.53,0.23
0.185754,7.53,0.24
0.189571,7.5,0.24
0.19208,7.5,0.24
0.195775,7.5,0.24
0.198477,7.5,0.24
0.200763,7.5,0.24
0.204563,7.5,0.24
0.20727,7.5,0.24
0.210967,7.5,0.24
0.21359,7.5,0.24
0.216207,7.5,0.25
0.21972,7.53,0.25
0.22246,7.53,0.25
0.224732,7.53,0.25
0.228662,7.53,0.26
0.231019,7.5,0.26
0.234804,7.56,0.26
0.237323,7.56,0.26
0.239824,7.56,0.26
0.243653,7.53,0.26
0.245966,7.56,0.26
0.249758,7.53,0.26
0.252289,7.56,0.26
0.254771,7.53,0.26
0.258558,7.53,0.26
0.261097,7.53,0.26
0.263602,7.56,0.26
0.267429,7.56,0.26
0.269935,7.53,0.27
0.273744,7.5,0.26
0.276239,7.53,0.26
0.278757,7.53,0.27
0.28253,7.53,0.28
0.285045,7.53,0.28
0.288873,7.56,0.27
0.291355,7.53,0.27
0.293866,7.56,0.27
0.29771,7.6,0.27
0.300178,7.6,0.28
0.302692,7.6,0.27
0.306479,7.6,0.28
0.308995,7.56,0.27
0.312895,7.56,0.28
0.315313,7.56,0.28
0.317884,7.56,0.28
0.321635,7.56,0.29
0.324147,7.56,0.28
0.32666,7.6,0.28
0.330439,7.6,0.28
0.332995,7.6,0.28
0.336754,7.6,0.29
0.339253,7.56,0.29
0.341806,7.6,0.28
0.345552,7.63,0.3
0.348074,7.6,0.29
0.350653,7.63,0.3
0.354408,7.6,0.3
0.356947,7.6,0.3
0.360699,7.6,0.29
0.363245,7.6,0.28
0.365788,7.63,0.28
0.369546,7.63,0.28
0.37215,7.63,0.29
0.374651,7.68,0.29
0.378393,7.65,0.29
0.381038,7.65,0.29
0.384713,7.65,0.29
0.387209,7.65,0.3
0.389776,7.65,0.29
0.393571,7.65,0.29
0.396064,7.65,0.28
0.399819,7.65,0.28
0.402383,7.65,0.29
0.40502,7.68,0.28
0.408655,7.71,0.29
0.4114,7.68,0.29
0.413808,7.71,0.28
0.417419,7.71,0.3
0.420116,7.71,0.29
0.424009,7.76,0.3
0.4265,7.76,0.3
0.429086,7.71,0.29
0.432606,7.71,0.29
0.435132,7.71,0.29
0.437808,7.71,0.28
0.441324,7.71,0.27
0.444092,7.68,0.28
0.447657,7.68,0.28
0.450131,7.71,0.28
0.452889,7.76,0.28
0.456469,7.76,0.27
0.458985,7.76,0.29
0.46275,7.76,0.28
0.465255,7.82,0.28
0.467833,7.79,0.28
0.471587,7.79,0.29
0.474073,7.79,0.29
0.47678,7.76,0.29
0.4805,7.76,0.28
0.482985,7.71,0.28
0.48685,7.71,0.28
0.4892,7.71,0.29
0.492066,7.71,0.27
0.495665,7.76,0.28
0.498018,7.65,0.27
0.500791,7.68,0.28
0.504371,7.71,0.29
0.506968,7.71,0.28
0.5108,7.76,0.29
0.513193,7.71,0.27
0.516013,7.71,0.29
0.519546,7.68,0.29
0.522096,7.65,0.29
0.524853,7.68,0.28
0.528481,7.65,0.29
0.530919,7.63,0.27
0.534737,7.6,0.29
0.537228,7.6,0.28
0.53989,7.65,0.29
0.54362,7.63,0.28
0.546118,7.63,0.27
0.549941,7.65,0.29
0.552371,7.63,0.28
0.555002,7.68,0.29
0.558693,7.65,0.29
0.56129,7.65,0.29
0.563905,7.65,0.29
0.567493,7.68,0.29
0.570022,7.68,0.29
0.573935,7.68,0.29
0.576362,7.68,0.28
0.579122,7.65,0.29
0.582693,7.65,0.28
0.585161,7.68,0.29
0.587923,7.68,0.29
0.591463,7.71,0.28
0.594078,7.71,0.29
0.597783,7.71,0.29
0.600295,7.71,0.29
0.602928,7.76,0.29
0.606636,7.76,0.28
0.609133,7.76,0.28
0.612022,7.76,0.29
0.615476,7.71,0.28
0.617996,7.76,0.29
0.621539,7.71,0.29
0.624129,7.76,0.28
0.628161,7.71,0.28
0.63043,7.76,0.28
0.632954,7.76,0.27
0.636914,7.76,0.29
0.639254,7.71,0.28
0.641813,7.68,0.28
0.645603,7.68,0.28
0.648058,7.71,0.29
0.652036,7.65,0.29
0.654393,7.65,0.29
0.656946,7.65,0.29
0.66091,7.68,0.3
0.663158,7.65,0.28
0.665687,7.65,0.29
0.669487,7.63,0.28
0.67197,7.63,0.28
0.676082,7.63,0.28
0.678386,7.63,0.28
0.680881,7.63,0.29
0.684726,7.63,0.29
0.687154,7.6,0.29
0.68976,7.56,0.29
0.693501,7.6,0.3
0.696094,7.63,0.3
0.699883,7.6,0.29
0.702266,7.6,0.29
0.704864,7.6,0.3
0.708611,7.53,0.3
0.711161,7.56,0.3
0.715099,7.56,0.3
0.71737,7.56,0.3
0.719946,7.53,0.31
0.723833,7.5,0.3
0.726307,7.53,0.29
0.728903,7.56,0.3
0.732592,7.56,0.32
0.734851,7.53,0.3
0.73893,7.53,0.31
0.741144,7.53,0.31
0.743777,7.53,0.32
0.747545,7.5,0.3
0.749952,7.53,0.32
0.753899,7.47,0.31
0.756305,7.5,0.31
0.758759,7.47,0.32
0.763859,7.5,0.33
0.76657,7.47,0.32
0.768834,7.47,0.32
0.77132,7.45,0.33
0.774108,7.41,0.33
0.776892,7.45,0.33
0.780885,7.38,0.33
0.783407,7.38,0.33
0.786094,7.41,0.33
0.789577,7.41,0.32
0.791993,7.41,0.34
0.795766,7.41,0.34
0.798177,7.41,0.34
0.800741,7.35,0.35
0.804437,7.38,0.35
0.806953,7.41,0.36
0.810973,7.41,0.37
0.813326,7.38,0.37
0.815771,7.38,0.36
0.819676,7.41,0.36
0.822091,7.35,0.36
0.825892,7.32,0.38
0.828564,7.27,0.38
0.831027,7.22,0.37
0.835089,7.22,0.39
0.837301,7.22,0.39
0.839797,7.19,0.38
0.843761,7.22,0.4
0.846035,7.24,0.4
0.849888,7.22,0.4
0.852484,7.24,0.43
0.854862,7.22,0.41
0.85889,7.22,0.41
0.861272,7.22,0.42
0.863641,7.24,0.44
0.86768,7.22,0.43
0.869974,7.22,0.45
0.873803,7.22,0.45
0.876351,7.32,0.43
0.878865,7.27,0.44
0.882857,7.24,0.43
0.884897,7.27,0.43
0.888688,7.32,0.43
0.891327,7.32,0.46
0.893786,7.35,0.46
0.897338,7.32,0.47
0.899909,7.35,0.46
0.903629,7.35,0.46
0.906254,7.32,0.46
0.910012,7.38,0.46
0.912398,7.41,0.46
0.914874,7.41,0.46
0.918465,7.41,0.49
0.921068,7.38,0.48
0.924795,7.38,0.48
0.927424,7.38,0.47
0.930043,7.41,0.48
0.933652,7.41,0.49
0.936209,7.47,0.49
0.938891,7.45,0.51
0.942431,7.47,0.49
0.945167,7.45,0.51
0.948784,7.38,0.51
0.951302,7.41,0.51
0.954012,7.47,0.52
0.957431,7.47,0.52
0.960013,7.47,0.5
0.963855,7.45,0.54
0.966201,7.47,0.49
0.968821,7.5,0.51
0.972491,7.56,0.53
0.975034,7.5,0.53
0.97899,7.5,0.52
0.981414,7.53,0.53
0.983965,7.53,0.52
0.987803,7.53,0.52
0.99022,7.56,0.53
0.992895,7.53,0.53
0.996543,7.56,0.54
