Time [s],PD1,PD2,PD3,PD4,PD1_9,PD2_9,PD3_9,PD4_9
0,1.67256,2.16885,2.39121,0.3416,0.59941,0.82178,0.91523,0.10635
0.004,1.65967,2.18174,2.37832,0.34805,0.60908,0.82822,0.91201,0.10312
0.008,1.67256,2.17852,2.36865,0.35127,0.60908,0.83145,0.91523,0.10635
0.012,1.67256,2.18496,2.38799,0.34482,0.60586,0.82822,0.91846,0.10635
0.016,1.66611,2.19463,2.39443,0.34482,0.60264,0.83145,0.91523,0.10635
0.02,1.66611,2.18818,2.39766,0.34805,0.60264,0.81533,0.91523,0.10635
0.024,1.66611,2.17529,2.40088,0.34482,0.60586,0.80889,0.91523,0.10635
0.028,1.67256,2.19463,2.40088,0.34482,0.60908,0.83145,0.92168,0.10635
0.032,1.65967,2.19463,2.40088,0.34805,0.59941,0.82178,0.91846,0.10635
0.036,1.66289,2.18496,2.40088,0.34482,0.59619,0.83145,0.92168,0.10635
0.04,1.65,2.20107,2.39766,0.34805,0.60586,0.83467,0.91846,0.10635
0.044,1.66289,2.19463,2.38154,0.35449,0.60908,0.84434,0.92168,0.10635
0.048,1.66611,2.20107,2.4041,0.3416,0.59941,0.83789,0.92168,0.10635
0.052,1.65,2.21074,2.4041,0.35127,0.59297,0.83467,0.92168,0.10635
0.056,1.64678,2.21074,2.39766,0.35127,0.60264,0.81855,0.92168,0.10635
0.06,1.66611,2.21396,2.40732,0.34805,0.60586,0.84434,0.9249,0.10635
0.064,1.66289,2.21074,2.40732,0.34482,0.60264,0.84434,0.9249,0.10635
0.068,1.65645,2.22686,2.40732,0.34805,0.59941,0.84434,0.92168,0.10957
0.072,1.65322,2.22363,2.40732,0.34805,0.59619,0.84111,0.9249,0.10635
0.076,1.65,2.23008,2.40732,0.35127,0.58975,0.84111,0.9249,0.10312
0.08,1.64355,2.22363,2.40088,0.35127,0.59941,0.825,0.91846,0.10635
0.084,1.65967,2.22686,2.41055,0.34805,0.60264,0.84756,0.9249,0.10635
0.088,1.64678,2.2333,2.41055,0.35449,0.58975,0.83789,0.9249,0.10635
0.092,1.63711,2.22041,2.40732,0.35127,0.59941,0.84756,0.9249,0.10635
0.096,1.65,2.22041,2.41377,0.34805,0.59619,0.84434,0.9249,0.10635
0.1,1.64678,2.21719,2.40732,0.34482,0.59297,0.84111,0.92168,0.10635
0.104,1.63711,2.22363,2.41055,0.34805,0.58975,0.83467,0.92168,0.10635
0.108,1.63711,2.23008,2.39121,0.35771,0.59297,0.84434,0.91846,0.10635
0.112,1.63711,2.22363,2.40732,0.35127,0.59297,0.84434,0.92168,0.10957
0.116,1.63066,2.22363,2.40732,0.34482,0.58975,0.84111,0.92168,0.10635
0.12,1.62744,2.22041,2.41055,0.34805,0.5833,0.83145,0.91846,0.10635
0.124,1.63066,2.21719,2.41055,0.34805,0.59297,0.84434,0.9249,0.10635
0.128,1.63066,2.21719,2.41377,0.34805,0.58975,0.84434,0.92168,0.10635
0.132,1.62422,2.22363,2.41377,0.35127,0.58652,0.84434,0.92168,0.10957
0.136,1.62422,2.22686,2.41699,0.35449,0.5833,0.84111,0.92168,0.10635
0.14,1.61455,2.22686,2.41377,0.35449,0.58975,0.84756,0.9249,0.10957
0.144,1.621,2.23652,2.42666,0.36094,0.59297,0.85078,0.92813,0.10957
0.148,1.62744,2.2333,2.42344,0.35127,0.58975,0.854,0.92813,0.10957
0.152,1.62744,2.23652,2.42344,0.34805,0.58652,0.85078,0.92813,0.10957
0.156,1.621,2.24941,2.42666,0.35771,0.5833,0.85078,0.92813,0.10635
