Time [s],Gauge Pressure [cmH2O],Inspiratory differential pressure [cmH2O]
0,3.74,0.16
0.002493,3.71,0.17
0.00492,3.74,0.16
0.007924,3.74,0.16
0.010282,3.71,0.17
0.012946,3.74,0.17
0.014956,3.74,0.16
0.016939,3.74,0.17
0.018993,3.71,0.16
0.020942,3.71,0.16
0.022983,3.71,0.16
0.02496,3.71,0.17
0.026915,3.68,0.16
0.029107,3.68,0.16
0.031082,3.68,0.16
0.033072,3.68,0.16
0.035065,3.68,0.16
0.037081,3.68,0.16
0.040942,3.68,0.16
0.043014,3.71,0.16
0.045007,3.71,0.16
0.048504,3.71,0.16
0.050995,3.71,0.16
0.053511,3.74,0.16
0.057295,3.77,0.16
0.05982,3.74,0.16
0.063708,3.74,0.16
0.066091,3.71,0.16
0.06861,3.71,0.16
0.072392,3.74,0.16
0.074911,3.71,0.16
0.077487,3.71,0.17
0.081271,3.71,0.16
0.083782,3.74,0.17
0.087565,3.74,0.16
0.090127,3.74,0.16
0.092654,3.71,0.16
0.096412,3.71,0.16
0.098938,3.71,0.16
0.101445,3.71,0.16
0.105218,3.71,0.16
0.107739,3.71,0.16
0.111662,3.71,0.16
0.114178,3.71,0.16
0.117783,3.71,0.16
0.12038,3.71,0.16
0.122984,3.71,0.16
0.126804,3.68,0.16
0.129511,3.71,0.16
0.13167,3.68,0.16
0.135373,3.68,0.16
0.137976,3.68,0.17
0.141732,3.65,0.16
0.144195,3.68,0.16
0.146709,3.68,0.16
0.150522,3.68,0.16
0.152997,3.68,0.16
0.155547,3.68,0.16
0.159329,3.71,0.16
0.161885,3.68,0.16
0.165729,3.71,0.16
0.167968,3.68,0.16
0.170493,3.68,0.16
0.174241,3.68,0.16
0.176774,3.71,0.16
0.180571,3.68,0.16
0.183091,3.68,0.16
0.185602,3.68,0.16
0.189382,3.68,0.17
0.191943,3.68,0.16
0.195813,3.71,0.16
0.198215,3.68,0.16
0.20079,3.71,0.16
0.204592,3.71,0.16
0.20708,3.71,0.17
0.209566,3.71,0.16
0.213355,3.71,0.16
0.215871,3.68,0.16
0.219673,3.71,0.16
0.222186,3.71,0.16
0.224735,3.71,0.17
0.22855,3.71,0.17
0.231055,3.71,0.17
0.233577,3.71,0.16
0.237358,3.74,0.17
0.239893,3.71,0.17
0.243749,3.74,0.17
0.24625,3.74,0.16
0.248783,3.74,0.16
0.252564,3.74,0.17
0.255048,3.77,0.17
0.257581,3.74,0.17
0.26136,3.71,0.16
0.263874,3.71,0.17
0.267757,3.71,0.16
0.27018,3.74,0.17
0.272708,3.74,0.17
0.276496,3.74,0.17
0.279022,3.71,0.17
0.28153,3.71,0.17
0.285326,3.71,0.16
0.287882,3.71,0.17
0.291637,3.71,0.16
0.294181,3.71,0.17
0.296694,3.71,0.17
0.300479,3.74,0.17
0.302995,3.74,0.17
0.305511,3.74,0.17
0.309284,3.71,0.17
0.311794,3.74,0.17
0.315617,3.74,0.17
0.318097,3.71,0.17
0.320597,3.71,0.17
0.324366,3.68,0.17
0.326872,3.71,0.17
0.330635,3.71,0.17
0.333167,3.71,0.17
0.335709,3.71,0.17
0.339483,3.71,0.17
0.341972,3.68,0.17
0.344532,3.68,0.17
0.348299,3.68,0.17
0.350824,3.68,0.17
0.3546,3.71,0.17
0.357096,3.71,0.17
0.359622,3.74,0.17
0.363396,3.74,0.17
0.365935,3.71,0.17
0.369719,3.71,0.17
0.372216,3.71,0.17
0.374724,3.71,0.17
0.378535,3.71,0.17
0.381032,3.68,0.17
0.383546,3.71,0.17
0.387256,3.71,0.17
0.389731,3.71,0.17
0.393523,3.71,0.17
0.396099,3.71,0.17
0.398627,3.74,0.17
0.402404,3.74,0.17
0.404918,3.74,0.17
0.408715,3.71,0.17
0.411207,3.71,0.17
0.413728,3.71,0.17
0.417546,3.71,0.17
0.420026,3.71,0.17
0.422552,3.71,0.17
0.426304,3.71,0.17
0.428866,3.71,0.17
0.432634,3.71,0.17
0.435145,3.74,0.17
0.437666,3.74,0.17
0.441467,3.74,0.17
0.443972,3.74,0.17
0.446541,3.74,0.17
0.450315,3.74,0.16
0.45282,3.74,0.17
0.456609,3.74,0.17
0.459117,3.74,0.17
0.461637,3.71,0.16
0.465423,3.71,0.16
0.467979,3.74,0.16
0.471713,3.71,0.16
0.474238,3.74,0.16
0.476748,3.74,0.17
0.480553,3.74,0.16
0.483047,3.74,0.17
0.485564,3.77,0.16
0.489354,3.74,0.17
0.491881,3.74,0.17
0.495674,3.74,0.16
0.498207,3.71,0.16
0.500745,3.71,0.16
0.504566,3.74,0.16
0.507024,3.74,0.16
0.509548,3.74,0.16
0.513323,3.77,0.17
0.515843,3.74,0.16
0.519657,3.74,0.16
0.522167,3.74,0.16
0.524693,3.77,0.17
0.528613,3.74,0.16
0.531012,3.74,0.16
0.533535,3.74,0.16
0.537323,3.74,0.16
0.539763,3.77,0.16
0.543509,3.74,0.16
0.54602,3.77,0.16
0.548585,3.77,0.16
0.552359,3.77,0.17
0.554912,3.77,0.16
0.558687,3.74,0.16
0.561206,3.74,0.16
0.563725,3.74,0.16
0.567465,3.74,0.16
0.569984,3.74,0.16
0.573766,3.74,0.16
0.576281,3.74,0.16
0.578798,3.74,0.16
0.582577,3.74,0.16
0.585068,3.71,0.16
0.587606,3.71,0.17
0.591373,3.74,0.16
0.593887,3.71,0.16
0.597653,3.68,0.16
0.60021,3.71,0.17
0.60274,3.68,0.17
0.606528,3.71,0.17
0.60901,3.71,0.17
0.611553,3.71,0.16
0.61532,3.68,0.16
0.617902,3.68,0.16
0.621624,3.65,0.16
0.624147,3.68,0.16
0.626647,3.68,0.16
0.630444,3.68,0.16
0.63311,3.68,0.16
0.635467,3.68,0.16
0.639243,3.68,0.16
0.641781,3.68,0.16
0.645575,3.65,0.17
0.648078,3.68,0.16
0.650633,3.71,0.16
0.654408,3.71,0.17
0.656913,3.71,0.17
0.660722,3.71,0.17
0.663248,3.71,0.17
0.665736,3.71,0.16
0.669537,3.68,0.16
0.672031,3.71,0.16
0.674588,3.71,0.16
0.678375,3.71,0.16
0.68091,3.71,0.17
0.684653,3.71,0.16
0.687208,3.71,0.16
0.689738,3.71,0.17
0.693531,3.71,0.17
0.696075,3.74,0.17
0.698547,3.74,0.17
0.702356,3.71,0.17
0.704903,3.71,0.17
0.708679,3.71,0.16
0.711198,3.71,0.16
0.713697,3.71,0.16
0.717502,3.71,0.16
0.720002,3.71,0.16
0.722528,3.71,0.16
0.726305,3.71,0.16
0.728976,3.71,0.16
0.732638,3.71,0.16
0.735124,3.71,0.16
0.737688,3.71,0.16
0.741457,3.74,0.17
0.743955,3.74,0.16
0.746603,3.77,0.17
0.750325,3.74,0.17
0.752843,3.77,0.16
0.756626,3.77,0.16
0.759116,3.77,0.16
0.76173,3.74,0.16
0.765497,3.77,0.16
0.768009,3.71,0.16
0.770557,3.74,0.16
0.774288,3.74,0.16
0.776831,3.74,0.16
0.780609,3.74,0.16
0.783085,3.74,0.16
0.785625,3.77,0.16
0.789395,3.71,0.16
0.79193,3.71,0.16
0.795703,3.74,0.16
0.798204,3.71,0.16
0.800712,3.74,0.16
0.804543,3.74,0.16
0.807027,3.71,0.16
0.809558,3.71,0.16
0.813315,3.71,0.16
0.815793,3.71,0.16
0.819554,3.74,0.16
0.822081,3.74,0.16
0.824586,3.74,0.16
0.828371,3.74,0.16
0.830878,3.74,0.16
0.834654,3.71,0.16
0.837552,3.74,0.16
0.840058,3.71,0.16
0.843891,3.71,0.16
0.846181,3.71,0.16
0.848528,3.71,0.16
0.852263,3.68,0.16
0.854932,3.68,0.16
0.858808,3.68,0.16
0.861216,3.71,0.16
0.863636,3.68,0.16
0.867404,3.71,0.16
0.869898,3.68,0.16
0.873712,3.71,0.16
0.876225,3.71,0.16
0.878756,3.71,0.16
0.882563,3.71,0.16
0.885093,3.71,0.16
0.887587,3.71,0.16
0.89126,3.74,0.16
0.89377,3.71,0.16
0.89757,3.74,0.16
0.900064,3.71,0.16
0.903762,3.71,0.16
0.906347,3.71,0.16
0.90883,3.71,0.16
0.912676,3.71,0.16
0.915134,3.71,0.16
0.917634,3.71,0.16
0.921449,3.71,0.16
0.923931,3.71,0.16
0.927722,3.68,0.16
0.930222,3.71,0.16
0.932716,3.71,0.16
0.936514,3.71,0.16
0.938994,3.68,0.16
0.942778,3.71,0.16
0.945308,3.71,0.16
0.947811,3.71,0.16
0.951592,3.71,0.16
0.954085,3.71,0.16
0.956673,3.71,0.16
0.960446,3.68,0.16
0.962953,3.74,0.16
0.966693,3.71,0.16
0.969189,3.74,0.16
0.971694,3.74,0.16
0.975494,3.74,0.16
0.977975,3.74,0.16
0.980514,3.71,0.16
0.984272,3.74,0.16
0.986856,3.71,0.16
0.990569,3.74,0.16
0.993107,3.74,0.16
0.9956,3.71,0.16
0.999362,3.74,0.16
1.001857,3.74,0.16
1.005668,3.74,0.16
1.008197,3.74,0.16
1.010728,3.71,0.16
1.014523,3.74,0.16
1.017026,3.74,0.16
1.019533,3.74,0.16
1.023388,3.74,0.16
1.025756,3.74,0.16
1.029534,3.71,0.16
1.032056,3.74,0.16
1.034561,3.71,0.16
1.038358,3.71,0.16
1.040812,3.71,0.16
1.0446,3.71,0.16
1.047118,3.71,0.16
1.049645,3.71,0.16
1.053419,3.71,0.16
1.055915,3.71,0.16
1.059736,3.71,0.16
1.062244,3.74,0.16
1.064759,3.71,0.16
1.068542,3.71,0.16
1.071094,3.71,0.16
1.073581,3.74,0.16
1.077339,3.74,0.16
1.079886,3.74,0.16
1.083669,3.74,0.16
1.086175,3.74,0.16
1.088681,3.74,0.16
1.092475,3.74,0.16
1.094975,3.71,0.16
1.097492,3.74,0.16
1.101277,3.71,0.16
1.103812,3.71,0.16
1.107458,3.71,0.16
1.109994,3.74,0.16
1.112514,3.74,0.16
1.116293,3.74,0.16
1.118818,3.71,0.16
1.122549,3.71,0.16
1.125023,3.74,0.16
1.127555,3.71,0.16
1.131333,3.74,0.16
1.133844,3.74,0.16
1.137639,3.74,0.16
1.140114,3.74,0.16
1.142646,3.74,0.16
1.146412,3.71,0.16
1.148927,3.71,0.16
1.152709,3.71,0.16
1.155228,3.71,0.16
1.157735,3.71,0.16
1.161571,3.74,0.16
1.164057,3.71,0.16
1.166588,3.74,0.16
1.170392,3.74,0.15
1.172877,3.74,0.15
1.176678,3.74,0.15
1.179124,3.74,0.16
1.181651,3.71,0.15
1.185405,3.74,0.16
1.187914,3.74,0.15
1.191709,3.77,0.16
1.194217,3.74,0.15
1.196739,3.74,0.16
1.200518,3.74,0.15
1.203024,3.74,0.15
1.205521,3.74,0.15
1.2093,3.74,0.15
1.211866,3.77,0.15
1.215625,3.74,0.15
1.218118,3.77,0.16
1.220623,3.77,0.15
1.224397,3.74,0.15
1.226904,3.77,0.15
1.230695,3.77,0.15
1.233211,3.77,0.15
1.235728,3.77,0.15
1.23949,3.77,0.15
1.242008,3.77,0.15
1.244523,3.77,0.15
1.248279,3.77,0.15
1.250814,3.77,0.15
1.254592,3.77,0.15
1.257098,3.77,0.15
1.259632,3.74,0.15
1.263404,3.77,0.15
1.265937,3.77,0.15
1.269723,3.77,0.15
1.272235,3.77,0.15
1.27473,3.77,0.15
1.278515,3.77,0.14
1.281021,3.77,0.15
1.283563,3.77,0.14
1.287308,3.77,0.15
1.289828,3.74,0.15
1.293621,3.74,0.14
1.296154,3.74,0.14
1.298633,3.74,0.14
1.302413,3.74,0.15
1.304951,3.74,0.14
1.308733,3.74,0.14
1.311236,3.74,0.14
1.313783,3.74,0.14
1.31758,3.74,0.14
1.320061,3.74,0.15
1.32261,3.74,0.14
1.326385,3.74,0.15
1.328754,3.74,0.15
1.332612,3.74,0.15
1.33512,3.74,0.14
1.337607,3.74,0.15
1.341354,3.74,0.14
1.343863,3.74,0.15
1.347728,3.74,0.15
1.350156,3.74,0.15
1.352666,3.74,0.14
1.356483,3.74,0.14
1.358962,3.74,0.14
1.361586,3.74,0.14
1.365336,3.74,0.14
1.367842,3.74,0.14
1.371644,3.77,0.15
1.374144,3.77,0.14
1.376685,3.77,0.15
1.380464,3.77,0.14
1.382959,3.77,0.14
1.385486,3.8,0.14
1.389258,3.77,0.14
1.391776,3.77,0.14
1.395598,3.8,0.14
1.398111,3.8,0.14
1.400612,3.77,0.14
1.404401,3.77,0.14
1.40692,3.8,0.14
1.410725,3.8,0.14
1.413334,3.8,0.14
1.41579,3.8,0.14
1.419588,3.8,0.14
1.422176,3.8,0.14
1.424632,3.8,0.14
1.428413,3.8,0.14
1.430928,3.8,0.13
1.434746,3.83,0.14
1.437229,3.86,0.13
1.439775,3.86,0.13
1.443551,3.83,0.13
1.446079,3.83,0.13
1.448583,3.83,0.13
1.452364,3.86,0.13
1.454909,3.86,0.13
1.458711,3.86,0.13
1.461202,3.86,0.13
1.463726,3.86,0.12
1.467543,3.89,0.13
1.469936,3.86,0.12
1.473713,3.89,0.12
1.476229,3.89,0.12
1.478752,3.89,0.12
1.482539,3.89,0.12
1.485083,3.89,0.12
1.487599,3.86,0.12
1.491373,3.89,0.12
1.493888,3.89,0.12
1.497737,3.89,0.12
1.500208,3.89,0.12
1.502724,3.86,0.11
1.506542,3.86,0.11
1.509043,3.89,0.11
1.511558,3.89,0.11
1.515351,3.89,0.11
1.517896,3.93,0.11
1.521715,3.93,0.11
1.524211,3.93,0.11
1.526852,3.93,0.11
1.530552,3.93,0.11
1.533065,3.93,0.1
1.5356,3.93,0.11
1.539378,3.93,0.1
1.541896,3.93,0.11
1.54568,3.89,0.1
1.548198,3.93,0.1
1.550733,3.93,0.1
1.554543,3.93,0.1
1.557031,3.89,0.1
1.559551,3.93,0.1
1.563324,3.89,0.1
1.565859,3.89,0.1
1.569678,3.86,0.1
1.572229,3.86,0.1
1.574704,3.89,0.1
1.578475,3.89,0.1
1.58099,3.86,0.1
1.583512,3.86,0.1
1.58729,3.89,0.1
1.589808,3.86,0.1
1.593635,3.86,0.09
1.596156,3.86,0.09
1.598687,3.86,0.09
1.602459,3.86,0.09
1.604994,3.86,0.09
1.607486,3.86,0.09
1.611286,3.86,0.09
1.613801,3.89,0.09
1.6176,3.86,0.09
1.620127,3.89,0.09
1.622617,3.89,0.09
1.62645,3.93,0.09
1.62892,3.89,0.09
1.632652,3.95,0.09
1.635182,3.89,0.09
1.637701,3.93,0.09
1.641481,3.89,0.08
1.643994,3.89,0.08
1.646523,3.89,0.08
1.650286,3.89,0.09
1.652804,3.89,0.08
