Time [s],PD1,PD2,PD3,PD4,PD1_9,PD2_9,PD3_9,PD4_9
0,2.20752,1.48564,1.92393,0.31904,0.84434,0.65098,0.72832,0.48662
0.004,2.20107,1.48564,1.92393,0.31904,0.83467,0.64775,0.7251,0.48662
0.008,2.2043,1.4792,1.9207,0.31904,0.84434,0.64131,0.72188,0.48662
0.012,2.20107,1.47598,1.91748,0.31904,0.82178,0.64453,0.7251,0.48662
0.016,2.20107,1.4792,1.91426,0.31904,0.84434,0.65098,0.72188,0.48662
0.02,2.2043,1.48242,1.91748,0.31582,0.84111,0.64775,0.7251,0.48662
0.024,2.20107,1.47598,1.91748,0.31582,0.83145,0.64775,0.7251,0.48662
0.028,2.17529,1.47275,1.91748,0.31582,0.84434,0.65098,0.7251,0.4834
0.032,2.20107,1.47598,1.90781,0.31582,0.84111,0.64775,0.7251,0.48662
0.036,2.19141,1.4792,1.91748,0.31582,0.82822,0.64453,0.7251,0.4834
0.04,2.17852,1.47275,1.91748,0.31582,0.81855,0.64453,0.7251,0.48662
0.044,2.19785,1.46631,1.91426,0.31582,0.84434,0.65098,0.7251,0.48662
0.048,2.20107,1.48242,1.91426,0.31582,0.83789,0.65098,0.7251,0.48662
0.052,2.20107,1.4792,1.91748,0.31582,0.83467,0.64775,0.7251,0.48662
0.056,2.20107,1.47275,1.91748,0.31582,0.84434,0.64131,0.72188,0.48662
0.06,2.20107,1.46309,1.91426,0.31582,0.84434,0.65098,0.72832,0.4834
0.064,2.20107,1.47598,1.91426,0.31582,0.83467,0.64775,0.7251,0.48662
0.068,2.19785,1.47598,1.91426,0.31582,0.83145,0.64775,0.7251,0.4834
0.072,2.18174,1.47275,1.91104,0.31582,0.82178,0.64453,0.7251,0.4834
0.076,2.17207,1.47275,1.91104,0.31904,0.84434,0.64775,0.72188,0.4834
0.08,2.20752,1.47275,1.91104,0.31582,0.84111,0.64775,0.7251,0.48662
0.084,2.20107,1.47598,1.91104,0.31582,0.83467,0.65098,0.7251,0.48662
0.088,2.20107,1.46953,1.91426,0.31582,0.84111,0.64131,0.72188,0.48662
0.092,2.20107,1.46309,1.91426,0.31582,0.84434,0.64775,0.7251,0.48662
0.096,2.2043,1.47598,1.91104,0.31582,0.84111,0.65098,0.7251,0.4834
0.1,2.19785,1.46953,1.91104,0.31582,0.84111,0.64131,0.72188,0.4834
0.104,2.20752,1.4792,1.91426,0.31582,0.84434,0.65098,0.7251,0.4834
0.108,2.20107,1.47275,1.90459,0.31582,0.84111,0.65098,0.7251,0.48662
0.112,2.20107,1.4792,1.91748,0.31582,0.84434,0.65098,0.7251,0.4834
0.116,2.17529,1.47275,1.91426,0.31582,0.84434,0.65098,0.7251,0.4834
