Time [s],PD1,PD2,PD3,PD4,PD1_9,PD2_9,PD3_9,PD4_9
0,0.47051,2.17207,2.79082,0.53496,0.89912,0.86367,0.99902,0.17402
0.004,0.47051,2.16563,2.79082,0.53496,0.8959,0.85723,0.9958,0.17402
0.008,0.4415,2.18174,2.78437,0.53496,0.90557,0.86689,0.9958,0.17402
0.012,0.47373,2.16563,2.79082,0.53496,0.90879,0.86689,1.00225,0.1708
0.016,0.47373,2.16885,2.79082,0.53174,0.89912,0.87012,1.00225,0.17402
0.02,0.45762,2.19785,2.79082,0.53496,0.89268,0.86689,1.00225,0.17402
0.024,0.4415,2.19141,2.7876,0.53818,0.90557,0.86689,0.99902,0.17402
0.028,0.46729,2.17529,2.79404,0.53496,0.8959,0.87012,1.00225,0.17725
0.032,0.45439,2.19785,2.79404,0.53496,0.89912,0.86689,1.00225,0.17402
0.036,0.46729,2.17529,2.79404,0.53818,0.90879,0.85723,0.99902,0.17402
0.04,0.47051,2.16885,2.79404,0.53818,0.91201,0.87979,1.00547,0.17725
0.044,0.47051,2.19785,2.79404,0.53818,0.89912,0.87012,1.00225,0.17725
0.048,0.47051,2.18174,2.79404,0.54141,0.90879,0.86045,1.00225,0.17402
0.052,0.47051,2.17207,2.79727,0.53818,0.91201,0.87656,1.00869,0.17402
0.056,0.47695,2.19785,2.79727,0.53496,0.90557,0.87334,1.00869,0.17402
0.06,0.45762,2.23008,2.79727,0.54141,0.8959,0.87656,1.00869,0.17725
0.064,0.47373,2.18818,2.79727,0.53818,0.91523,0.87979,1.00869,0.17402
0.068,0.48018,2.21396,2.79727,0.53818,0.90879,0.88301,1.00869,0.17725
0.072,0.47373,2.23008,2.79727,0.54141,0.90234,0.87979,1.01191,0.17725
0.076,0.47051,2.22363,2.79727,0.54141,0.89912,0.88301,1.01191,0.17725
0.08,0.46084,2.24619,2.79727,0.54141,0.89268,0.87979,1.01191,0.17725
0.084,0.47373,2.23975,2.78115,0.54141,0.90879,0.88623,1.01191,0.17725
0.088,0.47373,2.24941,2.80049,0.54141,0.91523,0.88623,1.01514,0.17402
0.092,0.48018,2.23652,2.80049,0.53818,0.90879,0.88623,1.01514,0.1708
0.096,0.46406,2.26875,2.80049,0.54141,0.90234,0.88623,1.01514,0.18047
0.1,0.47695,2.2333,2.80049,0.54141,0.91201,0.87334,1.01191,0.17725
0.104,0.47695,2.25586,2.80049,0.54141,0.90234,0.87979,1.01191,0.17725
0.108,0.47695,2.23652,2.80049,0.54141,0.91201,0.87334,1.01191,0.17725
0.112,0.48018,2.25264,2.80049,0.54141,0.91523,0.88945,1.01836,0.17725
0.116,0.48018,2.25264,2.80371,0.54141,0.90234,0.8959,1.01836,0.18047
0.12,0.45117,2.2752,2.79727,0.54463,0.91201,0.89268,1.01836,0.18047
0.124,0.48018,2.26875,2.79082,0.54463,0.91523,0.89268,1.02158,0.17725
0.128,0.47695,2.25908,2.80371,0.54463,0.90557,0.8959,1.02158,0.18047
0.132,0.46406,2.28809,2.80371,0.54785,0.8959,0.89268,1.01836,0.18047
0.136,0.47695,2.24619,2.80371,0.54785,0.91846,0.8959,1.02158,0.18047
0.14,0.48018,2.28486,2.79082,0.55107,0.91201,0.89912,1.01836,0.18047
0.144,0.47695,2.28486,2.80371,0.54785,0.90879,0.8959,1.02158,0.18047
0.148,0.47695,2.28164,2.80371,0.54785,0.90557,0.88945,1.01836,0.18047
0.152,0.47695,2.25908,2.80049,0.54785,0.91523,0.87656,1.01836,0.18047
0.156,0.48018,2.29131,2.80371,0.54785,0.91201,0.89912,1.02158,0.18047
0.16,0.47695,2.29131,2.80371,0.54785,0.91523,0.8959,1.02158,0.17725
0.164,0.46729,2.3042,2.80371,0.54785,0.90234,0.8959,1.02158,0.18369
0.168,0.45117,2.29775,2.80049,0.54785,0.91523,0.8959,1.02803,0.18369
0.172,0.47695,2.25586,2.80371,0.54785,0.91846,0.89912,1.0248,0.18047
0.176,0.46729,2.31064,2.80371,0.54785,0.90557,0.89912,1.02158,0.18369
0.18,0.45439,2.30098,2.80049,0.54785,0.8959,0.88945,1.02158,0.18369
0.184,0.48018,2.29775,2.79082,0.54785,0.91523,0.90234,1.0248,0.18369
0.188,0.48018,2.30098,2.80371,0.54785,0.91201,0.89912,1.02158,0.18369
0.192,0.48018,2.30098,2.79082,0.54785,0.91523,0.90234,1.02158,0.18369
0.196,0.48018,2.30742,2.80371,0.54785,0.91846,0.90234,1.0248,0.18047
0.2,0.48018,2.29131,2.80371,0.54463,0.90879,0.90557,1.0248,0.18369
0.204,0.46406,2.31709,2.80371,0.54785,0.9249,0.91523,1.0248,0.18369
0.208,0.48662,2.29453,2.80371,0.54785,0.92168,0.90234,1.0248,0.18047
0.212,0.47051,2.32676,2.80371,0.54785,0.90234,0.89912,1.0248,0.18369
