Time [s],PD1,PD2,PD3,PD4,PD1_9,PD2_9,PD3_9,PD4_9
0,2.38154,2.51045,2.77148,0.47051,0.92168,1.00869,0.97969,0.16113
0.004,2.38477,2.504,2.77148,0.47051,0.93457,0.99902,0.97969,0.16113
0.008,2.38477,2.49756,2.77148,0.47051,0.93457,1.01836,0.98291,0.16113
0.012,2.39121,2.52979,2.77148,0.47051,0.93135,1.01836,0.98291,0.16113
0.016,2.39121,2.53301,2.77148,0.47051,0.93457,1.01514,0.97969,0.16113
0.02,2.39443,2.51689,2.77148,0.47051,0.93779,1.01191,0.98291,0.15469
0.024,2.39121,2.52979,2.77148,0.47051,0.93135,1.01514,0.97969,0.16113
0.028,2.39121,2.51689,2.77148,0.47051,0.93135,1.01191,0.97969,0.16113
0.032,2.39443,2.52012,2.77148,0.47051,0.92813,1.01191,0.97969,0.16113
0.036,2.39121,2.51045,2.77148,0.47051,0.92813,1.00547,0.97646,0.16113
0.04,2.39766,2.49756,2.76826,0.47051,0.93779,0.99902,0.97646,0.15791
0.044,2.39766,2.49434,2.77148,0.47051,0.94102,1.01191,0.97646,0.16113
0.048,2.4041,2.52656,2.75537,0.47051,0.94102,1.01191,0.97646,0.16113
0.052,2.4041,2.51689,2.75537,0.47051,0.93779,1.01191,0.97969,0.16113
0.056,2.41377,2.51045,2.76826,0.47051,0.94424,1.01191,0.98291,0.15791
0.06,2.40732,2.52979,2.76182,0.47051,0.94102,1.00869,0.97646,0.16113
0.064,2.41055,2.52334,2.75537,0.47051,0.94102,1.00869,0.97646,0.16113
0.068,2.40732,2.51045,2.75215,0.47051,0.94102,1.01191,0.97969,0.16113
0.072,2.41055,2.52012,2.77148,0.47051,0.93779,1.00869,0.97969,0.16113
0.076,2.41699,2.50078,2.76826,0.46729,0.94102,1.00869,0.98291,0.15469
0.08,2.41377,2.50078,2.77148,0.46729,0.93779,1.00869,0.98291,0.16113
0.084,2.41377,2.51689,2.77148,0.47373,0.93779,1.00869,0.97969,0.16113
0.088,2.41699,2.51689,2.77148,0.47051,0.93779,1.00869,0.98291,0.16113
0.092,2.41055,2.49756,2.77148,0.46729,0.93457,1.00547,0.97969,0.15469
0.096,2.39121,2.53301,2.77148,0.46729,0.91846,1.00547,0.97969,0.16113
0.1,2.38477,2.52334,2.76826,0.47051,0.91201,1.00225,0.97969,0.16113
0.104,2.37188,2.52334,2.76826,0.47051,0.90557,1.00225,0.97969,0.16113
0.108,2.36543,2.52012,2.76504,0.47051,0.89912,0.99902,0.97969,0.16113
0.112,2.42344,2.49756,2.76826,0.46406,0.94102,1.00547,0.98291,0.15469
0.116,2.42021,2.49434,2.76826,0.46729,0.94102,1.00869,0.97969,0.16113
0.12,2.42344,2.51367,2.76826,0.47051,0.94102,1.00869,0.97969,0.16113
0.124,2.42666,2.51045,2.76826,0.47051,0.9249,1.00547,0.97969,0.16113
0.128,2.39766,2.52334,2.77148,0.47051,0.92168,1.00225,0.97969,0.16113
0.132,2.37832,2.52012,2.76504,0.47051,0.90879,0.99902,0.97969,0.16113
0.136,2.3751,2.51689,2.76826,0.47051,0.93457,0.99902,0.97646,0.15791
0.14,2.42666,2.48467,2.76826,0.46729,0.93457,0.99258,0.97646,0.15791
0.144,2.42988,2.48145,2.76826,0.46729,0.94424,0.98936,0.97646,0.15791
0.148,2.37832,2.51367,2.76182,0.46729,0.90234,0.9958,0.97969,0.16113
0.152,2.37188,2.504,2.76182,0.46729,0.93779,1.00225,0.97969,0.15146
0.156,2.41377,2.52656,2.76826,0.46729,0.92813,1.00225,0.97969,0.16113
0.16,2.41055,2.52656,2.76826,0.46729,0.93779,1.00225,0.97646,0.16113
0.164,2.43633,2.48789,2.76826,0.46729,0.93457,0.9958,0.97646,0.15791
0.168,2.43633,2.47822,2.76826,0.46729,0.94424,0.98613,0.97324,0.15791
0.172,2.43311,2.47178,2.76826,0.46729,0.94746,1.00225,0.97646,0.15791
0.176,2.43955,2.504,2.75215,0.46729,0.94746,1.00225,0.97646,0.16113
0.18,2.43955,2.504,2.76504,0.46729,0.94424,1.00225,0.97646,0.16113
0.184,2.446,2.49111,2.76504,0.46729,0.94746,1.00225,0.97969,0.15469
0.188,2.43955,2.504,2.76826,0.46729,0.94102,0.99902,0.97646,0.16113
0.192,2.43633,2.49434,2.76504,0.46729,0.93779,0.99902,0.97646,0.15791
0.196,2.43955,2.48467,2.76504,0.46729,0.93779,0.9958,0.97646,0.15791
0.2,2.43955,2.47822,2.76826,0.46729,0.93457,0.98936,0.97646,0.15791
0.204,2.39443,2.51045,2.76504,0.46729,0.90879,0.99258,0.97324,0.15791
0.208,2.38799,2.50723,2.76182,0.46729,0.93457,0.98936,0.97646,0.15791
0.212,2.44277,2.475,2.76504,0.46406,0.94746,0.98291,0.97324,0.15791
0.216,2.44277,2.46855,2.76826,0.46406,0.94746,0.97969,0.97324,0.15469
0.22,2.45244,2.504,2.75859,0.46406,0.95068,0.99902,0.97646,0.15791
0.224,2.44277,2.46211,2.76504,0.46406,0.95391,0.99902,0.97969,0.15469
0.228,2.45566,2.48789,2.76504,0.46084,0.95391,0.99902,0.97969,0.15469
0.232,2.45566,2.48789,2.76504,0.46084,0.95391,0.99902,0.97969,0.15146
0.236,2.45566,2.48467,2.76826,0.46084,0.95068,0.9958,0.97969,0.15146
0.24,2.44922,2.49111,2.76826,0.46084,0.94102,0.9958,0.97646,0.15791
0.244,2.44922,2.48467,2.76504,0.46084,0.93779,0.99902,0.97646,0.15791
0.248,2.42988,2.52012,2.76504,0.46084,0.93135,0.9958,0.97646,0.15791
0.252,2.42988,2.51367,2.76504,0.46084,0.95068,1.00225,0.97969,0.15791
0.256,2.45244,2.47178,2.76504,0.45762,0.95068,0.98613,0.97324,0.15469
0.26,2.45244,2.46533,2.76504,0.45762,0.95068,0.97969,0.97324,0.15469
0.264,2.45566,2.46211,2.76504,0.45762,0.95391,0.9958,0.97324,0.15469
0.268,2.45566,2.49756,2.74893,0.45762,0.95068,0.9958,0.97324,0.15469
0.272,2.45889,2.49111,2.7457,0.46084,0.95068,0.99902,0.97646,0.15791
0.276,2.46533,2.48145,2.76504,0.45762,0.95713,0.9958,0.97646,0.15146
0.28,2.46211,2.48145,2.76182,0.45762,0.95068,0.9958,0.97324,0.15469
0.284,2.45889,2.48789,2.74893,0.46084,0.95068,0.9958,0.97324,0.15469
0.288,2.45889,2.48467,2.7457,0.45762,0.95391,0.99258,0.97646,0.15146
0.292,2.46533,2.47822,2.76504,0.45762,0.95713,0.99258,0.97646,0.14824
0.296,2.47178,2.475,2.76182,0.45439,0.95391,0.99258,0.97646,0.15146
0.3,2.46533,2.47178,2.76504,0.45439,0.94746,0.99258,0.97646,0.15469
0.304,2.46211,2.47178,2.76182,0.45762,0.94424,0.99258,0.97324,0.15469
0.308,2.46533,2.47178,2.76182,0.45762,0.94424,0.9958,0.97324,0.15469
0.312,2.45889,2.46533,2.76182,0.45439,0.94424,0.98936,0.97646,0.14502
0.316,2.475,2.50723,2.76504,0.45762,0.94102,0.98613,0.97324,0.15469
0.32,2.46211,2.46211,2.76182,0.45762,0.94102,0.98291,0.97324,0.15146
0.324,2.46533,2.45889,2.76182,0.45762,0.94102,0.97969,0.97002,0.15146
0.328,2.46211,2.45566,2.76182,0.45439,0.95391,0.97646,0.97002,0.15146
0.332,2.46855,2.446,2.76182,0.45762,0.95068,0.97324,0.97002,0.15146
0.336,2.46533,2.44277,2.76182,0.45439,0.95391,0.98936,0.97002,0.15146
0.34,2.46855,2.47822,2.7457,0.45762,0.95391,0.98936,0.97002,0.15146
0.344,2.46855,2.475,2.7457,0.45439,0.95391,0.98936,0.97002,0.15146
0.348,2.47822,2.46533,2.75859,0.45439,0.96035,0.98936,0.97324,0.14824
0.352,2.475,2.47822,2.7457,0.45439,0.95391,0.98613,0.97002,0.15146
0.356,2.47178,2.475,2.7457,0.45439,0.95391,0.98936,0.97002,0.15146
0.36,2.47178,2.46855,2.74248,0.45439,0.95391,0.98936,0.97002,0.15146
0.364,2.475,2.47822,2.76182,0.45439,0.95391,0.98936,0.97002,0.15146
0.368,2.45244,2.49756,2.75859,0.45117,0.93779,0.98613,0.97324,0.15146
0.372,2.446,2.49434,2.75859,0.45117,0.95068,0.98613,0.97002,0.14824
0.376,2.475,2.46533,2.75859,0.44795,0.95068,0.98613,0.97002,0.14824
0.38,2.47178,2.46211,2.75859,0.44795,0.95068,0.9958,0.97002,0.15146
0.384,2.44922,2.48789,2.75859,0.44795,0.93135,0.98291,0.97002,0.15146
0.388,2.43955,2.48467,2.75537,0.44795,0.92813,0.98291,0.97002,0.15146
0.392,2.42988,2.48145,2.75537,0.44795,0.92168,0.97969,0.97002,0.14824
0.396,2.42988,2.48145,2.75215,0.44795,0.91846,0.97646,0.97002,0.14824
0.4,2.42988,2.475,2.75215,0.44473,0.91523,0.97646,0.97002,0.14824
0.404,2.48789,2.45244,2.75537,0.44473,0.96035,0.98291,0.97002,0.13857
0.408,2.49111,2.44922,2.75537,0.4415,0.95713,0.98291,0.9668,0.14502
0.412,2.48789,2.46533,2.74248,0.44473,0.96035,0.98291,0.9668,0.14502
