Time [s],PD1,PD2,PD3,PD4,PD1_9,PD2_9,PD3_9,PD4_9
0,1.89814,2.08506,1.66934,0.17725,0.81855,0.94424,0.78311,0.05479
0.004,1.89492,2.08184,1.67256,0.18047,0.81211,0.94102,0.78633,0.05479
0.008,1.87881,2.07539,1.67256,0.18047,0.78955,0.93457,0.78633,0.05479
0.012,1.90781,2.0915,1.67256,0.18369,0.82178,0.94102,0.78633,0.05479
0.016,1.90137,2.07861,1.67578,0.18047,0.80566,0.94102,0.78633,0.05479
0.02,1.88848,2.07861,1.67578,0.18047,0.796,0.93457,0.78633,0.05479
0.024,1.86914,2.07861,1.67578,0.18047,0.81855,0.94424,0.78633,0.05479
0.028,1.90459,2.08184,1.68223,0.18369,0.81533,0.94102,0.78633,0.05801
0.032,1.89492,2.07861,1.68223,0.18369,0.81211,0.94102,0.78633,0.05801
0.036,1.88848,2.08506,1.68223,0.18369,0.80889,0.94102,0.78633,0.05479
0.04,1.8917,2.07539,1.68223,0.18047,0.81533,0.9249,0.78311,0.05479
0.044,1.89814,2.07861,1.67578,0.18369,0.81533,0.94424,0.78633,0.05479
0.048,1.90137,2.08506,1.68223,0.18369,0.81533,0.94102,0.78955,0.05479
0.052,1.8917,2.08184,1.679,0.18369,0.79922,0.94102,0.78633,0.05479
0.056,1.87559,2.07861,1.679,0.18047,0.78633,0.93457,0.78633,0.05479
0.06,1.89814,2.07861,1.67578,0.18047,0.81855,0.94424,0.78633,0.05479
0.064,1.88525,2.08184,1.68223,0.18369,0.79277,0.93779,0.78633,0.05479
0.068,1.86914,2.08184,1.68223,0.18369,0.80566,0.92813,0.78311,0.05801
0.072,1.89492,2.07217,1.68545,0.18369,0.81533,0.91846,0.78311,0.05479
0.076,1.90459,2.08506,1.68867,0.18369,0.81855,0.94746,0.78955,0.05479
0.08,1.8917,2.0915,1.68545,0.18369,0.81211,0.94102,0.78633,0.05801
0.084,1.89492,2.07217,1.68545,0.18369,0.825,0.94746,0.78955,0.05479
0.088,1.90781,2.08506,1.68223,0.18369,0.81533,0.94424,0.78955,0.05479
0.092,1.89492,2.0915,1.68545,0.18369,0.81211,0.94102,0.78633,0.05801
0.096,1.89492,2.08828,1.68223,0.18369,0.80889,0.93779,0.78633,0.05801
0.1,1.87236,2.07861,1.68223,0.18369,0.82178,0.94102,0.78633,0.05479
0.104,1.89814,2.08184,1.67256,0.18047,0.81533,0.92168,0.78311,0.05479
0.108,1.90781,2.08506,1.679,0.18369,0.82178,0.94424,0.78955,0.05479
0.112,1.90781,2.08506,1.68223,0.18369,0.81533,0.94424,0.78633,0.05479
0.116,1.89492,2.0915,1.68223,0.18369,0.81211,0.94102,0.78633,0.05479
0.12,1.89492,2.0625,1.68223,0.18047,0.825,0.94424,0.78955,0.05479
0.124,1.90459,2.08828,1.68223,0.18047,0.81211,0.94424,0.78633,0.05479
0.128,1.89492,2.08828,1.68223,0.18369,0.80889,0.93457,0.78633,0.05479
0.132,1.89492,2.07539,1.68223,0.18369,0.81533,0.9249,0.78311,0.05479
0.136,1.90137,2.08506,1.67256,0.18369,0.81855,0.94746,0.78633,0.05479
0.14,1.90781,2.08506,1.679,0.18369,0.79922,0.94102,0.78633,0.05479
0.144,1.87559,2.08506,1.679,0.18369,0.78633,0.93779,0.78633,0.05479
0.148,1.90137,2.08506,1.67256,0.18369,0.82178,0.94746,0.78633,0.05479
0.152,1.90137,2.0915,1.68223,0.18369,0.81855,0.94746,0.78633,0.05479
0.156,1.89492,2.08828,1.68223,0.18047,0.80889,0.93457,0.78633,0.05479
0.16,1.89492,2.07539,1.68223,0.18369,0.82178,0.94746,0.78633,0.05479
0.164,1.90137,2.08184,1.67256,0.18369,0.81855,0.94746,0.78633,0.05801
0.168,1.89814,2.0915,1.68223,0.18047,0.81533,0.94424,0.78633,0.05479
0.172,1.88848,2.08506,1.68223,0.18369,0.79922,0.93779,0.78955,0.05801
0.176,1.89492,2.09795,1.68867,0.18369,0.81855,0.92813,0.78311,0.05479
0.18,1.89492,2.07217,1.68223,0.18369,0.825,0.94746,0.78955,0.05479
0.184,1.90781,2.08506,1.68223,0.18047,0.82178,0.94424,0.78633,0.05479
0.188,1.90459,2.08506,1.68545,0.18369,0.80889,0.94102,0.78633,0.05479
0.192,1.89492,2.0915,1.68223,0.18369,0.80889,0.93779,0.78633,0.05479
0.196,1.89492,2.07539,1.68223,0.18369,0.79277,0.93779,0.78633,0.05479
0.2,1.87236,2.08184,1.68223,0.18369,0.82178,0.94746,0.78633,0.05479
0.204,1.90137,2.08184,1.67578,0.18047,0.81855,0.94746,0.78955,0.05479
0.208,1.90137,2.08506,1.67578,0.18369,0.82178,0.94746,0.78311,0.05479
0.212,1.89814,2.0915,1.68223,0.18369,0.81211,0.94746,0.78633,0.05479
0.216,1.89814,2.08506,1.68545,0.18369,0.81855,0.92813,0.78633,0.05479
0.22,1.89492,2.07539,1.68545,0.18369,0.81855,0.91846,0.77988,0.05479
0.224,1.91104,2.08828,1.68223,0.18369,0.82178,0.94424,0.78955,0.05479
0.228,1.89814,2.08184,1.68223,0.18369,0.81855,0.92813,0.78311,0.05479
0.232,1.89814,2.07217,1.68545,0.18369,0.78633,0.93779,0.78311,0.05479
0.236,1.90137,2.08506,1.67578,0.18369,0.82178,0.94746,0.78633,0.05479
0.24,1.90137,2.09473,1.68223,0.18369,0.825,0.94424,0.78955,0.05479
0.244,1.90781,2.08828,1.68223,0.18369,0.81211,0.94424,0.78955,0.05479
0.248,1.87881,2.08828,1.68545,0.18047,0.82178,0.94746,0.78955,0.05479
0.252,1.90137,2.08828,1.67578,0.18369,0.81855,0.9249,0.78311,0.05479
0.256,1.91104,2.0915,1.68545,0.18369,0.825,0.94424,0.78955,0.05479
0.26,1.90781,2.0915,1.68223,0.18047,0.81533,0.94424,0.78633,0.05479
0.264,1.89814,2.0915,1.68545,0.18369,0.81211,0.93457,0.78633,0.05801
0.268,1.89814,2.07861,1.68545,0.18047,0.82178,0.95068,0.78955,0.05479
0.272,1.90137,2.08828,1.67578,0.18047,0.81855,0.94746,0.78633,0.05479
0.276,1.90137,2.09473,1.68223,0.18369,0.81533,0.94746,0.78633,0.05479
0.28,1.89814,2.09473,1.68223,0.18047,0.81211,0.93779,0.78633,0.05479
0.284,1.91104,2.09473,1.68545,0.18369,0.825,0.94746,0.78955,0.05479
0.288,1.90781,2.0915,1.68545,0.18047,0.81211,0.93779,0.78633,0.05479
0.292,1.89814,2.08184,1.68545,0.18047,0.81855,0.9249,0.78311,0.05479
0.296,1.91104,2.09473,1.68545,0.18369,0.825,0.94746,0.78955,0.05479
0.3,1.90137,2.09473,1.68867,0.18369,0.81533,0.94746,0.78633,0.05479
0.304,1.87881,2.10762,1.68223,0.18047,0.82178,0.94746,0.78633,0.05479
0.308,1.90459,2.08828,1.67578,0.18047,0.82178,0.95068,0.78955,0.05479
0.312,1.90137,2.09473,1.68867,0.18369,0.81533,0.94746,0.78955,0.05479
0.316,1.89814,2.10117,1.68545,0.18369,0.81211,0.94102,0.78633,0.05479
0.32,1.87559,2.08828,1.68545,0.18047,0.82178,0.94746,0.78633,0.05479
0.324,1.90137,2.08828,1.67578,0.18369,0.81855,0.92168,0.78311,0.05801
0.328,1.91426,2.09473,1.68223,0.18047,0.825,0.94746,0.78955,0.05479
0.332,1.90459,2.0915,1.68223,0.18369,0.81211,0.94424,0.78955,0.05479
0.336,1.91104,2.0915,1.68223,0.18369,0.825,0.94746,0.78955,0.05479
0.34,1.89814,2.09473,1.68545,0.18047,0.81533,0.94102,0.78633,0.05479
0.344,1.89814,2.08184,1.68545,0.18047,0.81855,0.93135,0.78311,0.05479
0.348,1.89814,2.06572,1.68223,0.18369,0.825,0.94746,0.78955,0.05479
0.352,1.91104,2.0915,1.68545,0.18047,0.81855,0.94424,0.78955,0.05479
0.356,1.89814,2.07861,1.68223,0.18369,0.81855,0.92813,0.78311,0.05479
0.36,1.90781,2.0915,1.68223,0.18047,0.82178,0.94746,0.78311,0.05479
0.364,1.89814,2.0915,1.68223,0.18047,0.82178,0.94746,0.78633,0.05801
0.368,1.89814,2.0915,1.68223,0.18047,0.825,0.96357,0.78955,0.05479
0.372,1.87236,2.08506,1.679,0.18369,0.82178,0.95068,0.78633,0.05479
0.376,1.90137,2.0915,1.68223,0.18047,0.81533,0.94424,0.78633,0.05479
0.38,1.89814,2.0915,1.679,0.18369,0.80244,0.94102,0.78633,0.05156
0.384,1.88203,2.08184,1.679,0.18047,0.79277,0.93779,0.78633,0.05479
0.388,1.90459,2.07861,1.67578,0.18047,0.82178,0.94424,0.78633,0.05479
0.392,1.90781,2.08506,1.679,0.18047,0.81211,0.94424,0.78633,0.05479
0.396,1.8917,2.08506,1.679,0.18047,0.81211,0.94102,0.78311,0.05479
0.4,1.89492,2.08828,1.68223,0.18047,0.80889,0.92813,0.78311,0.05479
0.404,1.89492,2.07217,1.679,0.18047,0.82178,0.94424,0.78311,0.05479
0.408,1.90137,2.0915,1.679,0.18369,0.81855,0.94424,0.78311,0.05479
0.412,1.89814,2.08184,1.679,0.18047,0.81855,0.92813,0.78311,0.05479
0.416,1.89492,2.06572,1.679,0.18047,0.81855,0.94424,0.78633,0.05479
0.42,1.89814,2.0915,1.679,0.18047,0.80889,0.94102,0.78633,0.05479
0.424,1.89814,2.08828,1.67578,0.18369,0.80889,0.93135,0.78311,0.05479
0.428,1.87236,2.08184,1.67578,0.18047,0.82178,0.94424,0.78633,0.05801
0.432,1.90781,2.0915,1.679,0.18047,0.81855,0.94424,0.78633,0.05479
0.436,1.8917,2.08506,1.679,0.18047,0.79922,0.94102,0.78633,0.05479
0.44,1.87559,2.08184,1.67578,0.18369,0.78955,0.93457,0.78633,0.05479
0.444,1.90137,2.08184,1.66934,0.18047,0.81855,0.94424,0.78311,0.05479
0.448,1.8917,2.08184,1.679,0.18047,0.79922,0.93779,0.78633,0.05479
0.452,1.87559,2.08184,1.679,0.18047,0.80889,0.93457,0.78633,0.05479
0.456,1.89492,2.07217,1.679,0.18047,0.81533,0.91846,0.78311,0.05479
0.46,1.90781,2.08828,1.679,0.18047,0.82178,0.94424,0.78633,0.05479
0.464,1.89492,2.08828,1.679,0.18047,0.81211,0.94102,0.78633,0.05479
0.468,1.88525,2.08184,1.679,0.18047,0.78955,0.93779,0.78633,0.05479
0.472,1.87236,2.08184,1.67578,0.18369,0.82178,0.94424,0.78311,0.05479
0.476,1.89814,2.07861,1.67256,0.18369,0.81855,0.94424,0.78633,0.05479
0.48,1.89814,2.08828,1.679,0.18369,0.81533,0.94102,0.78633,0.05479
0.484,1.87236,2.07861,1.679,0.18369,0.82178,0.94424,0.78311,0.05479
