Time [s],PD1,PD2,PD3,PD4,PD1_9,PD2_9,PD3_9,PD4_9
0,2.21074,2.19141,0.95713,0.12246,0.796,0.80244,0.45762,0.04189
0.004,2.20752,2.18818,0.95391,0.12246,0.78955,0.80566,0.46084,0.04189
0.008,2.21396,2.19141,0.95391,0.12246,0.796,0.80244,0.45762,0.04189
0.012,2.2043,2.18818,0.95391,0.12246,0.78633,0.80244,0.45762,0.04189
0.016,2.19785,2.19141,0.95391,0.12246,0.78311,0.80244,0.45762,0.04189
0.02,2.19141,2.19141,0.95391,0.12246,0.77666,0.79922,0.45762,0.04189
0.024,2.18496,2.19463,0.95391,0.12246,0.79277,0.80566,0.45439,0.04189
0.028,2.21074,2.19785,0.95391,0.12246,0.79277,0.80566,0.45762,0.04189
0.032,2.20107,2.19463,0.95391,0.12246,0.79277,0.80566,0.45439,0.04189
0.036,2.20752,2.20107,0.95391,0.12246,0.78955,0.80889,0.45439,0.04189
0.04,2.2043,2.20107,0.95391,0.12246,0.78633,0.81855,0.46084,0.04189
0.044,2.19141,2.19463,0.95713,0.12246,0.77988,0.80244,0.45762,0.04189
0.048,2.21074,2.20107,0.95391,0.12246,0.796,0.80889,0.45439,0.04189
0.052,2.20752,2.20107,0.95391,0.12246,0.79277,0.796,0.45439,0.04189
0.056,2.21396,2.2043,0.95713,0.12246,0.796,0.80889,0.45762,0.04189
0.06,2.21396,2.2043,0.95713,0.12891,0.79277,0.80566,0.45762,0.04189
0.064,2.2043,2.20752,0.95713,0.12246,0.78955,0.81211,0.45762,0.04189
0.068,2.20752,2.20752,0.95713,0.12246,0.78311,0.80566,0.45762,0.04189
0.072,2.19141,2.2043,0.95713,0.12246,0.77988,0.80566,0.45762,0.04189
0.076,2.18496,2.2043,0.95713,0.11924,0.79277,0.81211,0.45762,0.04189
0.08,2.21074,2.20752,0.95068,0.12246,0.79277,0.81211,0.45762,0.04189
0.084,2.20752,2.21396,0.95713,0.12246,0.79277,0.80889,0.45762,0.04189
0.088,2.2043,2.21396,0.96035,0.12246,0.77666,0.80566,0.46084,0.04189
0.092,2.18174,2.21074,0.96035,0.12246,0.79277,0.81211,0.45762,0.04189
0.096,2.21074,2.21074,0.95391,0.12246,0.79277,0.81211,0.46084,0.04189
0.1,2.21719,2.21719,0.96035,0.12246,0.796,0.81211,0.46084,0.04189
0.104,2.20752,2.22041,0.96035,0.12246,0.78633,0.81533,0.45762,0.04512
0.108,2.2043,2.21396,0.96357,0.12246,0.796,0.80889,0.45762,0.03867
0.112,2.20752,2.20752,0.96357,0.12246,0.79277,0.80244,0.45439,0.04189
0.116,2.21396,2.22363,0.96357,0.12246,0.796,0.81533,0.46084,0.04512
0.12,2.21074,2.23008,0.96357,0.12246,0.78955,0.81855,0.46084,0.04189
0.124,2.20752,2.23008,0.96357,0.12246,0.78955,0.81533,0.46406,0.04189
0.128,2.20107,2.23008,0.9668,0.12246,0.78633,0.81533,0.46406,0.04189
0.132,2.19463,2.23008,0.9668,0.12246,0.77988,0.81211,0.46084,0.04189
0.136,2.21396,2.2333,0.96357,0.12246,0.79277,0.81855,0.46406,0.04189
0.14,2.20752,2.2333,0.9668,0.12246,0.78633,0.81855,0.46406,0.04189
0.144,2.20752,2.2333,0.9668,0.11924,0.796,0.81211,0.46084,0.04189
0.148,2.20752,2.22686,0.9668,0.12246,0.79922,0.82178,0.46406,0.04189
0.152,2.21396,2.23975,0.9668,0.12246,0.796,0.82178,0.46406,0.04512
0.156,2.20752,2.24297,0.97002,0.12246,0.78955,0.81855,0.46084,0.04189
0.16,2.20752,2.23652,0.97002,0.12568,0.77988,0.81855,0.46406,0.04189
0.164,2.18818,2.24297,0.97002,0.12246,0.79922,0.825,0.46406,0.04189
0.168,2.21396,2.24297,0.96357,0.12246,0.80244,0.825,0.47051,0.04189
0.172,2.22041,2.24619,0.97324,0.12246,0.796,0.82178,0.46729,0.04189
0.176,2.20107,2.24941,0.97324,0.12246,0.78311,0.82178,0.46729,0.04189
0.18,2.19141,2.24619,0.97324,0.12246,0.796,0.81855,0.46406,0.04189
0.184,2.21074,2.24297,0.97324,0.12246,0.796,0.81211,0.46406,0.04189
0.188,2.22041,2.25264,0.97324,0.12246,0.79922,0.825,0.46406,0.04189
0.192,2.21719,2.25908,0.97324,0.12246,0.78955,0.82822,0.46729,0.04189
0.196,2.21396,2.25908,0.97324,0.12246,0.79922,0.82822,0.46729,0.04189
0.2,2.21719,2.25908,0.97324,0.12246,0.79277,0.82822,0.46729,0.04189
0.204,2.2043,2.25908,0.97324,0.12246,0.78955,0.82822,0.46729,0.04189
0.208,2.21074,2.25908,0.97646,0.12246,0.78955,0.825,0.46729,0.04189
0.212,2.21396,2.24941,0.97646,0.12246,0.80244,0.83145,0.47051,0.04189
0.216,2.22363,2.26553,0.97646,0.12246,0.796,0.83145,0.46729,0.04189
0.22,2.21074,2.26875,0.97646,0.12246,0.79277,0.83467,0.46729,0.04189
0.224,2.21396,2.26875,0.97969,0.12246,0.78955,0.82822,0.46729,0.04189
0.228,2.19463,2.26875,0.97646,0.12246,0.77988,0.82822,0.47051,0.04189
0.232,2.21396,2.26553,0.98291,0.12246,0.80244,0.83467,0.47051,0.04189
0.236,2.22363,2.2752,0.97969,0.12246,0.79922,0.83467,0.47051,0.04189
0.24,2.22363,2.2752,0.97969,0.12246,0.796,0.83467,0.47051,0.04189
0.244,2.20752,2.2752,0.98291,0.12246,0.78955,0.83467,0.47051,0.04189
0.248,2.21719,2.27197,0.97969,0.12246,0.79922,0.83145,0.46729,0.04189
0.252,2.21719,2.27197,0.98291,0.12246,0.77988,0.83467,0.47373,0.04189
0.256,2.22041,2.28486,0.98613,0.12568,0.796,0.83789,0.47051,0.04189
0.26,2.21719,2.28486,0.98291,0.12246,0.79922,0.84111,0.47051,0.04189
0.264,2.22686,2.29131,0.98291,0.12246,0.79922,0.83789,0.47373,0.04189
0.268,2.22041,2.29775,0.98613,0.12246,0.796,0.84434,0.47051,0.04189
0.272,2.21719,2.29775,0.98613,0.12246,0.79277,0.84111,0.47051,0.04189
0.276,2.22041,2.29131,0.98936,0.12246,0.79922,0.83467,0.47051,0.04189
0.28,2.22041,2.28809,0.98936,0.12246,0.79922,0.83467,0.47373,0.04189
0.284,2.22041,2.3042,0.98936,0.12568,0.79277,0.84756,0.47373,0.04189
0.288,2.22041,2.3042,0.99258,0.12246,0.796,0.84434,0.48018,0.04189
0.292,2.21074,2.30098,0.99258,0.12246,0.78633,0.84111,0.47695,0.04189
0.296,2.19785,2.30098,0.99258,0.12246,0.80566,0.84756,0.4834,0.04189
0.3,2.22686,2.30742,0.9958,0.12246,0.80244,0.84756,0.47695,0.04512
0.304,2.21396,2.31387,0.9958,0.12246,0.78955,0.84756,0.47695,0.04189
0.308,2.2043,2.31064,0.9958,0.12246,0.77988,0.84434,0.48018,0.04189
0.312,2.19463,2.31064,0.9958,0.12246,0.80244,0.85078,0.47695,0.04189
0.316,2.22363,2.31064,0.99258,0.12246,0.80244,0.85078,0.48018,0.04189
0.32,2.21719,2.31709,0.99902,0.12568,0.79277,0.84756,0.4834,0.04189
0.324,2.21074,2.31709,0.99902,0.12568,0.796,0.85078,0.48018,0.04189
0.328,2.22363,2.32354,0.99902,0.12246,0.796,0.84756,0.48018,0.04189
0.332,2.22363,2.31387,0.99902,0.12246,0.78955,0.84756,0.4834,0.04189
0.336,2.2043,2.32031,0.99902,0.12246,0.78311,0.84756,0.4834,0.04189
0.34,2.23008,2.32354,0.9958,0.12246,0.80244,0.854,0.4834,0.04189
0.344,2.22686,2.32676,1.00225,0.12246,0.80566,0.854,0.4834,0.04189
0.348,2.23652,2.32676,1.00547,0.12246,0.80566,0.854,0.48662,0.04512
0.352,2.2333,2.32354,1.00225,0.12568,0.80244,0.85078,0.48662,0.04189
0.356,2.22686,2.32998,1.00225,0.12246,0.79922,0.854,0.4834,0.04189
0.36,2.22686,2.34932,1.00547,0.12246,0.80244,0.85723,0.4834,0.04189
0.364,2.23008,2.33643,1.00547,0.12246,0.80244,0.85723,0.48662,0.04189
