Time [s],Gauge Pressure [cmH2O],Inspiratory differential pressure [cmH2O]
0,7.63,0.11
0.00367,7.63,0.11
0.007142,7.63,0.11
0.011253,7.63,0.11
0.014595,7.63,0.11
0.017915,7.63,0.11
0.020684,7.63,0.11
0.023228,7.65,0.11
0.025606,7.65,0.11
0.02798,7.65,0.11
0.030306,7.68,0.11
0.032578,7.65,0.1
0.034779,7.65,0.11
0.036963,7.68,0.11
0.03927,7.68,0.11
0.041399,7.68,0.11
0.043486,7.68,0.11
0.045599,7.68,0.11
0.047669,7.68,0.11
0.049774,7.65,0.11
0.051827,7.68,0.11
0.053951,7.68,0.11
0.056277,7.65,0.11
0.058712,7.68,0.11
0.060753,7.65,0.11
0.062753,7.68,0.11
0.064781,7.65,0.1
0.066979,7.68,0.11
0.069009,7.65,0.11
0.071129,7.68,0.11
0.073306,7.65,0.11
0.075484,7.65,0.11
0.077633,7.65,0.11
0.079681,7.65,0.11
0.081855,7.65,0.11
0.084117,7.65,0.11
0.086236,7.65,0.11
0.089726,7.63,0.11
0.092032,7.6,0.11
0.095702,7.63,0.12
0.098161,7.56,0.11
0.100958,7.56,0.11
0.104613,7.6,0.11
0.107115,7.6,0.12
0.10953,7.6,0.12
0.113496,7.6,0.12
0.115768,7.6,0.12
0.119631,7.6,0.12
0.12224,7.6,0.12
0.124616,7.6,0.12
0.12856,7.6,0.12
0.130886,7.6,0.12
0.134728,7.56,0.12
0.137428,7.6,0.12
0.13999,7.63,0.12
0.143601,7.63,0.12
0.146066,7.65,0.12
0.148439,7.68,0.12
0.152598,7.68,0.12
0.154764,7.68,0.12
0.158543,7.68,0.12
0.161242,7.68,0.12
0.1636,7.68,0.12
0.167495,7.68,0.12
0.169948,7.68,0.12
0.173668,7.71,0.12
0.17637,7.71,0.12
0.178701,7.71,0.12
0.182471,7.71,0.12
0.185162,7.68,0.12
0.187533,7.71,0.12
0.191429,7.71,0.12
0.193945,7.71,0.12
0.197688,7.71,0.12
0.200253,7.71,0.11
0.202657,7.68,0.11
0.20643,7.76,0.12
0.208982,7.71,0.11
0.211499,7.71,0.11
0.215321,7.71,0.12
0.217696,7.76,0.11
0.221316,7.71,0.11
0.223847,7.76,0.12
0.227639,7.71,0.12
0.23018,7.71,0.11
0.232702,7.71,0.11
0.236478,7.68,0.11
0.238996,7.68,0.11
0.241549,7.68,0.12
0.245203,7.65,0.12
0.247697,7.68,0.12
0.25148,7.65,0.11
0.253966,7.65,0.12
0.256515,7.65,0.12
0.260266,7.65,0.12
0.262852,7.65,0.12
0.266582,7.63,0.12
0.269126,7.63,0.11
0.271586,7.63,0.12
0.275377,7.63,0.11
0.277841,7.63,0.12
0.281629,7.6,0.12
0.284164,7.6,0.11
0.286668,7.6,0.12
0.290434,7.6,0.12
0.293011,7.56,0.12
0.295468,7.6,0.12
0.29924,7.56,0.12
0.301772,7.6,0.12
0.305554,7.56,0.12
0.308076,7.56,0.12
0.310574,7.6,0.12
0.314327,7.56,0.12
0.316856,7.56,0.13
0.320655,7.56,0.13
0.32315,7.53,0.13
0.325675,7.56,0.13
0.329477,7.56,0.13
0.331979,7.56,0.13
0.334474,7.56,0.13
0.338441,7.56,0.13
0.340801,7.53,0.13
0.344591,7.56,0.13
0.347055,7.56,0.13
0.349631,7.56,0.14
0.353404,7.56,0.14
0.355924,7.56,0.14
0.359694,7.56,0.14
0.362146,7.56,0.13
0.364688,7.56,0.14
0.36845,7.56,0.14
0.370939,7.56,0.14
0.373434,7.56,0.14
0.377223,7.53,0.14
0.379724,7.56,0.14
0.383547,7.53,0.14
0.386026,7.53,0.14
0.388558,7.53,0.14
0.392329,7.53,0.14
0.39492,7.5,0.14
0.398667,7.5,0.15
0.40117,7.5,0.15
0.403688,7.47,0.15
0.407425,7.5,0.15
0.409965,7.47,0.15
0.41245,7.47,0.16
0.41627,7.47,0.15
0.418795,7.5,0.16
