Time [s],Gauge Pressure [cmH2O],Inspiratory differential pressure [cmH2O]
0,3.55,0.28
0.002925,3.55,0.27
0.005696,3.55,0.28
0.009086,3.55,0.27
0.011697,3.55,0.28
0.014662,3.55,0.28
0.016861,3.58,0.27
0.019034,3.58,0.29
0.021151,3.62,0.27
0.023227,3.62,0.28
0.025244,3.62,0.28
0.027335,3.62,0.28
0.02947,3.62,0.29
0.031521,3.65,0.29
0.033591,3.62,0.27
0.035701,3.65,0.28
0.037715,3.68,0.29
0.040206,3.68,0.28
0.042713,3.68,0.28
0.046504,3.71,0.29
0.049026,3.71,0.29
0.051547,3.71,0.29
0.055319,3.71,0.28
0.057839,3.68,0.29
0.061652,3.68,0.28
0.064135,3.74,0.3
0.066696,3.71,0.28
0.070446,3.71,0.28
0.072952,3.68,0.28
0.075496,3.71,0.29
0.079317,3.71,0.28
0.081821,3.71,0.28
0.085542,3.71,0.28
0.088041,3.71,0.28
0.090629,3.71,0.29
0.094426,3.71,0.28
0.096944,3.74,0.28
0.099451,3.74,0.28
0.103207,3.71,0.28
0.105753,3.74,0.28
0.109526,3.71,0.27
0.112012,3.71,0.28
0.114534,3.74,0.3
0.118401,3.65,0.28
0.120861,3.71,0.28
0.124669,3.68,0.28
0.127172,3.68,0.29
0.129681,3.71,0.29
0.133504,3.71,0.28
0.136001,3.68,0.28
0.138515,3.68,0.29
0.142398,3.68,0.28
0.14487,3.65,0.29
0.148682,3.65,0.28
0.151213,3.65,0.29
0.153876,3.65,0.28
0.157577,3.65,0.28
0.160046,3.65,0.28
0.162588,3.65,0.28
0.166362,3.62,0.3
0.168926,3.68,0.29
0.1727,3.65,0.28
0.175201,3.62,0.29
0.177699,3.65,0.29
0.181545,3.65,0.29
0.184028,3.65,0.3
0.18653,3.65,0.3
0.190304,3.65,0.27
0.192859,3.65,0.29
0.196661,3.62,0.3
0.199166,3.62,0.3
0.201699,3.62,0.3
0.205531,3.62,0.3
0.208001,3.65,0.29
0.210513,3.62,0.29
0.214331,3.65,0.3
0.216856,3.65,0.3
0.220674,3.68,0.29
0.22316,3.65,0.29
0.225696,3.62,0.3
0.229485,3.65,0.29
0.231975,3.65,0.29
0.23453,3.65,0.31
0.238286,3.68,0.3
0.240825,3.65,0.29
0.244664,3.65,0.3
0.247225,3.65,0.29
0.249857,3.65,0.3
0.25349,3.65,0.29
0.255963,3.65,0.28
0.2585,3.68,0.3
0.26228,3.68,0.29
0.264832,3.68,0.28
0.268571,3.71,0.28
0.271068,3.68,0.29
0.273594,3.65,0.29
0.277476,3.68,0.3
0.279867,3.68,0.28
0.283701,3.71,0.29
0.286178,3.68,0.3
0.288683,3.68,0.28
0.292558,3.71,0.29
0.295118,3.71,0.29
0.297604,3.71,0.29
0.30142,3.74,0.3
0.303921,3.74,0.29
0.307686,3.74,0.29
0.310202,3.74,0.29
0.31271,3.74,0.3
0.316516,3.74,0.29
