Time [s],Gauge Pressure [cmH2O],Inspiratory differential pressure [cmH2O]
0,7.6,0.64
0.003965,7.6,0.63
0.010262,7.63,0.64
0.015061,7.65,0.63
0.019761,7.68,0.64
0.023403,7.65,0.64
0.025865,7.56,0.65
0.028312,7.68,0.68
0.031184,7.6,0.65
0.033618,7.68,0.67
0.036154,7.71,0.68
0.038725,7.65,0.65
0.041322,7.65,0.67
0.045867,7.68,0.64
0.048099,7.71,0.65
0.050225,7.65,0.66
0.052282,7.65,0.68
0.054591,7.68,0.71
0.056578,7.68,0.62
0.058615,7.65,0.63
0.06075,7.68,0.67
0.062838,7.68,0.65
0.064877,7.71,0.65
0.067003,7.65,0.67
0.06915,7.68,0.66
0.071198,7.63,0.65
0.073199,7.68,0.65
0.075234,7.65,0.66
0.077238,7.71,0.65
0.079283,7.65,0.66
0.08131,7.65,0.68
0.08342,7.65,0.66
0.085635,7.65,0.69
0.087709,7.65,0.67
0.089818,7.68,0.64
0.091948,7.68,0.66
0.09403,7.68,0.66
0.096837,7.65,0.63
0.099352,7.71,0.66
0.101827,7.76,0.64
0.105632,7.71,0.64
0.108132,7.76,0.66
0.110647,7.71,0.66
0.11443,7.79,0.63
0.116984,7.79,0.63
0.120757,7.71,0.65
0.123319,7.76,0.63
0.125905,7.79,0.63
0.129564,7.76,0.61
0.13211,7.79,0.62
0.134594,7.68,0.63
0.138393,7.71,0.64
0.140906,7.71,0.66
0.14472,7.76,0.63
0.147267,7.79,0.65
0.149775,7.76,0.63
0.15357,7.79,0.63
0.156069,7.68,0.6
0.158611,7.71,0.61
0.162364,7.65,0.62
0.16491,7.65,0.6
0.168678,7.63,0.62
0.171164,7.63,0.59
0.173696,7.65,0.64
0.177481,7.65,0.63
0.179971,7.65,0.63
0.183888,7.63,0.63
0.186297,7.65,0.65
0.188829,7.63,0.65
0.192609,7.63,0.63
0.19518,7.63,0.64
0.197688,7.71,0.64
0.201476,7.65,0.62
0.203991,7.63,0.63
0.207842,7.6,0.65
0.210266,7.6,0.63
0.212783,7.63,0.66
0.216604,7.63,0.66
0.219092,7.56,0.63
0.221615,7.63,0.67
0.225402,7.56,0.63
0.227928,7.6,0.66
0.23173,7.6,0.63
0.234282,7.63,0.62
0.236734,7.63,0.64
0.240542,7.6,0.62
0.243043,7.63,0.62
0.245571,7.65,0.63
0.249379,7.65,0.63
0.251894,7.65,0.62
0.255665,7.71,0.66
0.258216,7.71,0.63
0.260748,7.76,0.63
0.264486,7.68,0.63
0.266982,7.79,0.64
0.2695,7.71,0.66
0.273292,7.71,0.67
0.275844,7.65,0.66
0.279618,7.71,0.66
0.282112,7.71,0.62
0.284624,7.71,0.64
0.288403,7.71,0.65
0.290952,7.65,0.62
0.294718,7.71,0.67
0.297215,7.76,0.64
0.299767,7.71,0.62
0.303531,7.79,0.64
0.306061,7.79,0.63
0.308542,7.71,0.61
0.312302,7.76,0.63
0.314816,7.79,0.63
0.318635,7.71,0.61
0.321137,7.71,0.65
0.323624,7.71,0.66
0.327462,7.79,0.61
0.329957,7.68,0.64
0.33376,7.71,0.67
0.336253,7.71,0.61
0.338566,7.71,0.62
0.342351,7.71,0.63
0.344856,7.68,0.63
0.348633,7.82,0.62
0.351194,7.76,0.62
0.35372,7.68,0.62
0.357526,7.71,0.6
0.360019,7.68,0.62
0.362561,7.68,0.62
0.36633,7.68,0.63
0.36887,7.68,0.64
0.372693,7.68,0.62
0.375163,7.71,0.59
