Time [s],Gauge Pressure [cmH2O],Inspiratory differential pressure [cmH2O]
0,3.86,0.04
0.003383,3.86,0.04
0.006419,3.86,0.04
0.010689,3.86,0.04
0.014009,3.86,0.05
0.017121,3.83,0.04
0.019297,3.83,0.04
0.021471,3.83,0.04
0.023534,3.83,0.05
0.025619,3.8,0.04
0.027683,3.83,0.05
0.029815,3.8,0.04
0.031911,3.8,0.04
0.033978,3.8,0.04
0.036141,3.8,0.04
0.0382,3.77,0.04
0.040323,3.77,0.05
0.042409,3.74,0.04
0.044502,3.74,0.04
0.046593,3.74,0.04
0.04984,3.71,0.05
0.052356,3.68,0.04
0.05656,3.71,0.04
0.059311,3.68,0.04
0.062134,3.65,0.04
0.06483,3.65,0.04
0.067191,3.65,0.04
0.070976,3.62,0.04
0.073457,3.62,0.04
0.07606,3.58,0.04
0.079799,3.58,0.04
0.08227,3.55,0.04
0.086071,3.58,0.04
0.088588,3.55,0.04
0.091195,3.55,0.04
0.094841,3.55,0.04
0.097355,3.53,0.04
0.100073,3.53,0.05
0.103689,3.53,0.04
0.106236,3.47,0.05
0.110039,3.47,0.05
0.112555,3.43,0.04
0.115122,3.43,0.05
0.118724,3.43,0.04
0.121249,3.4,0.05
0.125039,3.37,0.05
0.127555,3.37,0.05
0.130062,3.35,0.05
0.133838,3.35,0.05
0.136363,3.31,0.05
0.138885,3.31,0.06
0.142654,3.28,0.06
0.145167,3.28,0.06
0.14896,3.25,0.06
0.151533,3.19,0.06
0.154022,3.19,0.07
0.157735,3.16,0.07
0.160255,3.16,0.07
0.16405,3.08,0.07
0.166533,3.12,0.08
0.169053,3.08,0.08
0.172859,3.05,0.08
0.175349,3.01,0.08
0.177853,3.01,0.09
0.181795,3.01,0.09
0.18405,2.98,0.1
0.187866,2.98,0.1
0.190345,2.95,0.1
0.192881,2.95,0.11
0.19666,2.93,0.11
0.199203,2.93,0.12
0.202947,2.9,0.12
0.205432,2.9,0.13
0.20795,2.86,0.13
0.211732,2.86,0.14
0.214286,2.8,0.14
0.218023,2.8,0.15
0.220538,2.77,0.15
0.223056,2.75,0.16
0.226827,2.77,0.16
0.229327,2.77,0.17
0.231847,2.75,0.18
0.235627,2.71,0.18
0.238119,2.71,0.19
0.241923,2.71,0.19
0.244431,2.65,0.2
0.246944,2.65,0.21
0.25071,2.65,0.21
0.25327,2.62,0.22
0.257041,2.62,0.23
0.259482,2.62,0.23
0.262004,2.59,0.24
0.265933,2.59,0.24
0.268302,2.56,0.25
0.270799,2.56,0.26
0.27459,2.56,0.26
0.277098,2.56,0.27
0.280904,2.56,0.27
0.283408,2.56,0.28
0.285925,2.56,0.29
0.289692,2.59,0.3
0.292174,2.59,0.3
0.29599,2.59,0.3
0.298485,2.59,0.32
0.300996,2.62,0.32
0.304844,2.62,0.32
0.307327,2.65,0.33
0.309944,2.65,0.34
0.313616,2.65,0.34
0.316137,2.65,0.35
0.319928,2.71,0.36
0.322432,2.71,0.36
0.324953,2.71,0.36
0.328709,2.75,0.37
0.331221,2.77,0.38
0.335018,2.75,0.38
0.337507,2.75,0.39
0.339978,2.75,0.4
0.343738,2.77,0.4
0.346263,2.77,0.4
0.350032,2.77,0.41
0.352557,2.8,0.42
0.355108,2.77,0.42
0.358907,2.77,0.42
0.361395,2.8,0.44
0.363953,2.8,0.44
0.367669,2.83,0.46
0.37016,2.8,0.45
0.373973,2.77,0.47
0.376485,2.77,0.46
0.378996,2.8,0.46
0.3828,2.77,0.47
0.385308,2.75,0.48
0.389085,2.77,0.51
0.391583,2.71,0.49
0.394113,2.75,0.5
0.397872,2.71,0.48
0.4004,2.62,0.53
0.402859,2.4,0.55
0.40667,2.17,0.59
0.40921,2.01,0.59
0.412986,2.07,0.61
0.41548,2.59,0.59
0.417993,3.22,0.58
0.421801,2.77,0.64
0.424284,2.04,0.65
0.428079,1.83,0.63
0.430588,1.93,0.72
0.433143,2.04,0.7
0.436893,2.04,0.81
0.439399,2.25,0.67
0.441942,2.56,0.74
0.445709,2.77,0.74
0.44821,2.5,0.73
0.451941,2.25,0.81
0.454416,2.13,0.73
0.456944,2.13,0.78
0.460735,2.19,0.91
0.463248,2.29,0.8
0.467066,2.4,0.83
0.469533,2.59,0.79
0.472019,2.62,0.84
0.475831,2.59,0.96
0.478277,2.47,0.9
0.482078,2.35,0.99
0.484611,2.35,0.89
0.487058,2.32,0.99
0.490907,2.47,1.1
0.493424,2.62,0.98
0.496208,2.53,0.98
0.500055,2.56,1.04
0.502526,2.59,0.95
0.506353,2.56,1.09
0.508985,2.44,1.06
0.511288,2.44,0.98
0.515157,2.56,1.03
0.517749,2.68,1.1
0.520158,2.68,1.02
0.524228,2.75,1.11
0.526693,2.68,1.1
0.530192,2.75,1.07
0.532619,2.75,1.11
0.535401,2.59,1.07
0.539441,2.71,1.1
0.542298,2.68,1.12
0.545015,2.77,1.11
0.54758,2.9,1.14
0.550086,2.8,1.18
0.553898,2.83,1.19
0.556453,2.77,1.16
0.560284,2.86,1.24
0.56277,2.8,1.17
0.565594,2.83,1.17
0.569083,2.86,1.22
0.571523,2.9,1.24
0.575035,2.95,1.25
0.577536,2.93,1.28
0.580228,2.9,1.23
0.583966,2.86,1.29
0.586465,2.93,1.32
0.589033,2.98,1.33
0.592724,2.98,1.3
0.595352,2.95,1.36
0.599266,2.9,1.33
0.601541,3.01,1.29
0.604068,2.95,1.3
0.607781,3.05,1.31
0.610342,3.08,1.39
0.614109,2.98,1.32
0.616648,3.08,1.43
0.619222,3.01,1.25
0.622959,3.08,1.33
0.625441,3.12,1.44
0.628057,3.19,1.45
0.631879,3.08,1.41
0.634401,3.19,1.42
0.637936,3.19,1.44
0.640461,3.16,1.42
0.643071,3.31,1.44
0.646786,3.12,1.38
0.649282,3.16,1.42
0.653116,3.08,1.34
0.655494,3.25,1.54
0.658018,3.28,1.47
0.66193,3.25,1.41
0.66434,3.37,1.38
0.667015,3.35,1.43
0.670594,3.28,1.51
0.673086,3.35,1.37
0.677043,3.37,1.49
