Time [s],Gauge Pressure [cmH2O],Inspiratory differential pressure [cmH2O]
0,6.91,0.83
0.002525,6.86,0.85
0.004866,7.01,0.81
0.007765,6.91,0.82
0.010081,6.94,0.84
0.01261,7.01,0.85
0.014575,7.12,0.88
0.016508,7.16,0.86
0.018461,7.16,0.86
0.020407,7.16,0.86
0.02231,7.12,0.84
0.0243,7.19,0.88
0.026236,7.22,0.87
0.028171,7.27,0.87
0.030113,7.38,0.84
0.032064,7.35,0.85
0.034009,7.32,0.89
0.035933,7.32,0.9
0.037914,7.41,0.93
0.039871,7.45,0.85
0.041866,7.38,0.89
0.043819,7.47,0.96
0.047201,7.38,0.88
0.04971,7.41,0.88
0.053499,7.45,0.88
0.056006,7.53,0.9
0.058398,7.5,0.89
0.062189,7.6,0.95
0.064786,7.53,0.91
0.068468,7.53,0.91
0.070964,7.5,0.89
0.073477,7.56,0.91
0.077227,7.63,0.89
0.079792,7.63,0.93
0.083553,7.56,0.88
0.086058,7.63,0.89
0.088557,7.63,0.87
0.092407,7.6,0.92
0.094882,7.68,0.89
0.097469,7.65,0.92
0.101243,7.68,0.96
0.103776,7.76,0.92
0.107549,7.79,0.89
0.109999,7.79,0.97
0.112604,7.84,0.94
0.116231,7.84,0.88
0.118759,7.71,0.89
0.122604,7.87,1
0.125097,7.82,0.95
0.127602,7.94,0.92
0.131408,7.94,0.9
0.133884,7.91,0.92
0.136503,7.97,0.94
0.140198,7.91,0.85
0.142718,7.97,0.97
0.146559,7.87,0.9
0.149065,7.97,0.89
0.151498,7.97,0.87
0.155259,7.87,0.89
0.157785,7.87,0.84
0.161559,7.84,0.87
0.164081,7.79,0.91
0.166558,7.68,0.86
0.170361,7.68,0.89
0.172862,7.68,0.86
0.17538,7.65,0.92
0.179149,7.71,0.89
0.181688,7.71,0.96
0.185483,7.79,0.93
0.187985,7.76,0.93
0.19052,7.76,0.85
0.194283,7.79,0.89
0.19682,7.71,0.91
0.200643,7.65,0.85
0.203129,7.71,0.86
0.205655,7.71,0.85
0.209468,7.87,0.92
0.211979,7.82,0.85
0.214473,7.87,0.8
0.218249,7.79,0.89
0.220775,7.84,0.87
0.224558,7.87,0.83
0.227053,7.94,0.85
0.229444,7.97,0.85
0.233277,8,0.85
0.235851,7.97,0.83
0.239569,7.97,0.84
0.242066,8,0.81
0.244599,8,0.78
0.248435,7.97,0.82
0.250938,8.09,0.83
0.253462,8.09,0.78
0.257232,8.06,0.86
0.259759,8.06,0.78
0.263616,8.09,0.8
0.26603,8.12,0.79
0.268574,8.24,0.72
0.272355,8.22,0.79
0.274883,8.15,0.79
0.278671,8.15,0.79
0.281138,8.19,0.77
0.283677,8.24,0.8
0.287467,8.22,0.72
0.289953,8.22,0.78
0.292472,8.27,0.75
0.296269,8.22,0.76
0.298798,8.22,0.76
0.302591,8.19,0.72
0.305113,8.24,0.73
0.307632,8.24,0.73
0.311425,8.15,0.74
0.313933,8.24,0.74
0.316441,8.24,0.71
0.320233,8.22,0.71
0.322741,8.12,0.72
0.326535,8.22,0.74
0.329034,8.19,0.69
0.33155,8.35,0.71
0.335339,8.19,0.68
0.337868,8.22,0.67
0.340378,8.24,0.71
0.344186,8.27,0.65
0.346697,8.27,0.6
0.350463,8.22,0.64
0.352996,8.31,0.65
0.355521,8.24,0.59
0.359276,8.24,0.58
0.361821,8.24,0.63
0.364335,8.22,0.63
0.368099,8.24,0.6
0.370616,8.24,0.6
0.374429,8.19,0.59
0.376902,8.09,0.59
0.379428,8.09,0.62
0.383244,8.12,0.61
0.385722,8.06,0.58
0.389533,8,0.58
0.392017,8,0.59
0.394546,7.97,0.54
0.398305,7.94,0.55
0.400875,7.94,0.53
0.403441,7.87,0.58
0.407224,7.84,0.57
0.409761,7.82,0.6
0.41353,7.79,0.57
0.416028,7.79,0.58
0.41854,7.76,0.58
0.422335,7.79,0.56
0.424825,7.79,0.56
0.428634,7.65,0.59
0.431129,7.68,0.56
0.433635,7.68,0.56
0.437426,7.63,0.57
0.439934,7.71,0.59
0.442506,7.65,0.58
0.446241,7.63,0.61
0.448757,7.68,0.58
0.452563,7.76,0.54
0.455131,7.76,0.55
0.457652,7.76,0.58
0.461441,7.76,0.57
0.463941,7.76,0.54
0.466458,7.71,0.56
0.470261,7.71,0.53
0.472765,7.79,0.57
0.476553,7.71,0.54
0.479063,7.79,0.54
0.48158,7.79,0.57
0.485397,7.76,0.54
0.487877,7.71,0.55
0.490396,7.71,0.57
0.494204,7.68,0.52
0.496739,7.82,0.54
0.500514,7.79,0.58
0.503013,7.79,0.57
0.505597,7.79,0.54
0.509394,7.79,0.55
0.5119,7.82,0.54
0.514385,7.82,0.56
0.518157,7.82,0.53
0.520684,7.82,0.53
0.524469,7.79,0.52
0.526962,7.79,0.53
0.529485,7.84,0.55
0.533244,7.84,0.53
0.535763,7.87,0.53
0.539602,7.84,0.51
0.542062,7.91,0.54
0.544566,7.84,0.51
0.54838,7.91,0.52
0.550867,7.94,0.49
0.554657,7.94,0.5
0.557182,7.94,0.53
0.559707,7.87,0.5
0.563528,7.91,0.49
0.565954,7.94,0.49
0.568447,7.94,0.47
0.572239,8.04,0.49
0.574759,8,0.48
0.578538,8.04,0.47
0.581017,8.09,0.49
0.583561,8.06,0.48
0.587343,8.09,0.46
0.589831,8.15,0.44
0.592342,8.19,0.44
0.596161,8.19,0.42
0.598634,8.27,0.43
0.602419,8.27,0.43
0.604916,8.31,0.43
0.607475,8.38,0.41
0.611264,8.38,0.41
0.613764,8.38,0.41
0.61756,8.35,0.4
0.620066,8.41,0.39
0.622603,8.41,0.39
0.626376,8.41,0.38
0.628887,8.43,0.37
0.6314,8.38,0.38
0.63535,8.41,0.36
0.637622,8.38,0.36
0.641387,8.43,0.35
0.6439,8.41,0.35
0.646448,8.41,0.33
0.650221,8.41,0.33
0.652699,8.43,0.32
0.656482,8.46,0.31
0.659075,8.46,0.31
0.661598,8.53,0.31
0.665376,8.5,0.3
0.667906,8.46,0.29
0.670429,8.46,0.29
0.67415,8.46,0.27
0.676616,8.46,0.28
0.680419,8.41,0.26
0.682902,8.46,0.25
0.685438,8.43,0.26
0.689203,8.43,0.25
0.691725,8.43,0.26
0.695466,8.43,0.25
0.697991,8.41,0.23
0.700517,8.38,0.24
0.704315,8.35,0.23
0.706821,8.38,0.22
0.710652,8.35,0.22
0.713102,8.35,0.21
0.715608,8.31,0.21
0.719392,8.31,0.21
0.721895,8.27,0.2
0.724399,8.27,0.2
0.728179,8.22,0.2
0.730734,8.24,0.2
0.734526,8.27,0.2
0.737035,8.24,0.19
0.739549,8.22,0.19
0.743364,8.19,0.18
0.745817,8.19,0.18
0.749622,8.19,0.18
0.752124,8.12,0.17
0.754642,8.12,0.17
0.758434,8.12,0.16
0.760961,8.12,0.16
0.763489,8.12,0.16
0.767256,8.09,0.15
0.769779,8.06,0.15
0.773589,8.06,0.15
0.776064,8.06,0.15
0.778448,8.04,0.15
0.782221,8.04,0.15
0.784725,8.06,0.14
0.788536,8.15,0.14
0.791025,8.19,0.14
0.793542,8.24,0.13
0.797341,8.27,0.13
0.799823,8.31,0.13
0.80237,8.27,0.13
0.806131,8.22,0.13
0.808651,8.19,0.12
0.812475,8.15,0.12
