Time [s],PD1,PD2,PD3,PD4,PD1_9,PD2_9,PD3_9,PD4_9
0,2.23975,1.69512,1.97549,0.28682,0.89268,0.74766,0.76699,0.46729
0.004,2.2333,1.69834,1.97549,0.28682,0.88623,0.74443,0.76377,0.46729
0.008,2.23008,1.69512,1.97227,0.28682,0.87979,0.74121,0.76377,0.46406
0.012,2.21396,1.69512,1.97549,0.28682,0.87334,0.74443,0.76377,0.46406
0.016,2.25264,1.69512,1.97549,0.28682,0.89912,0.74766,0.76699,0.46729
0.02,2.24941,1.69512,1.97549,0.28682,0.8959,0.74766,0.76699,0.46729
0.024,2.23975,1.69834,1.97549,0.28682,0.8959,0.75088,0.76377,0.46729
0.028,2.23975,1.69834,1.97549,0.28682,0.89912,0.74766,0.76699,0.46729
0.032,2.21396,1.69189,1.97227,0.28682,0.87334,0.74443,0.76377,0.46729
0.036,2.24297,1.69189,1.96582,0.28682,0.8959,0.74766,0.76377,0.46406
0.04,2.24619,1.69834,1.97549,0.28682,0.89912,0.74766,0.76699,0.46729
0.044,2.24619,1.69512,1.97549,0.28682,0.89912,0.74766,0.76699,0.46729
0.048,2.24297,1.69512,1.97871,0.28682,0.89268,0.74443,0.76699,0.46406
0.052,2.24297,1.69834,1.97871,0.28682,0.88945,0.74766,0.76377,0.46729
0.056,2.24297,1.69512,1.97871,0.28682,0.88301,0.74443,0.76699,0.46406
0.06,2.22363,1.69512,1.97549,0.28682,0.87656,0.74443,0.76699,0.46729
0.064,2.21396,1.69512,1.97871,0.28682,0.89912,0.74121,0.76377,0.46729
0.068,2.24297,1.69189,1.97871,0.28682,0.89912,0.73799,0.76377,0.46729
0.072,2.24941,1.70156,1.97871,0.28682,0.90234,0.74766,0.76699,0.46729
0.076,2.24941,1.69834,1.97871,0.28682,0.89268,0.74766,0.76699,0.46729
0.08,2.24297,1.70479,1.98193,0.28682,0.88945,0.74443,0.76699,0.46729
0.084,2.24297,1.70156,1.98193,0.28682,0.88945,0.74443,0.76699,0.46729
0.088,2.22363,1.69512,1.98193,0.28682,0.87979,0.74121,0.76699,0.46729
0.092,2.24297,1.70479,1.98516,0.28682,0.89912,0.73799,0.76377,0.46729
0.096,2.24941,1.69834,1.97871,0.28682,0.90234,0.74766,0.76699,0.46729
0.1,2.24941,1.69834,1.97871,0.28682,0.89912,0.74766,0.76699,0.46729
0.104,2.24619,1.69834,1.98193,0.28682,0.8959,0.74766,0.76699,0.46729
0.108,2.24297,1.70156,1.97871,0.28682,0.88945,0.74443,0.76699,0.46729
0.112,2.23975,1.69512,1.98193,0.28682,0.88301,0.74766,0.76699,0.46729
0.116,2.22041,1.69834,1.98193,0.28682,0.87334,0.74443,0.76699,0.46729
0.12,2.21396,1.69834,1.98193,0.28682,0.87334,0.74443,0.76699,0.46729
0.124,2.24297,1.69189,1.98193,0.29004,0.89912,0.74121,0.76699,0.46729
0.128,2.24619,1.69834,1.97227,0.29004,0.89912,0.75088,0.76699,0.46729
0.132,2.24619,1.69834,1.97227,0.29004,0.89912,0.75088,0.76699,0.46729
0.136,2.24619,1.70479,1.98193,0.28682,0.89268,0.75088,0.76699,0.46729
0.14,2.24619,1.70479,1.98516,0.29004,0.8959,0.75088,0.76699,0.46729
0.144,2.22363,1.70156,1.98516,0.29326,0.87979,0.74766,0.77021,0.46729
0.148,2.21719,1.70479,1.98516,0.29004,0.89268,0.74766,0.76699,0.46729
0.152,2.24297,1.70156,1.98516,0.29004,0.88945,0.74121,0.77021,0.46729
0.156,2.24297,1.69834,1.98516,0.29004,0.90234,0.76055,0.76699,0.46729
0.16,2.24941,1.70156,1.97871,0.29004,0.89912,0.75088,0.76699,0.46729
0.164,2.24619,1.70801,1.98516,0.29004,0.8959,0.75088,0.77021,0.46729
0.168,2.24619,1.70801,1.98838,0.29004,0.8959,0.75088,0.77021,0.46729
0.172,2.24619,1.70801,1.98838,0.29004,0.89268,0.75088,0.77021,0.46729
0.176,2.24297,1.70801,1.98838,0.29004,0.88945,0.74766,0.76699,0.46729
0.18,2.21719,1.70479,1.98516,0.29004,0.87334,0.74766,0.77021,0.46729
0.184,2.24619,1.70156,1.98516,0.29004,0.89912,0.74121,0.77021,0.46729
0.188,2.24297,1.69512,1.98838,0.29004,0.89912,0.74121,0.76699,0.46729
0.192,2.24297,1.69512,1.98838,0.29004,0.89912,0.75088,0.77021,0.46729
0.196,2.24619,1.70479,1.97871,0.29004,0.89912,0.75088,0.77021,0.46729
0.2,2.24619,1.70801,1.98838,0.29004,0.8959,0.75088,0.77021,0.47051
0.204,2.24619,1.71123,1.9916,0.29004,0.87979,0.74766,0.77021,0.46729
0.208,2.21719,1.70479,1.9916,0.29004,0.87334,0.74766,0.77021,0.46729
0.212,2.24619,1.70479,1.98516,0.29004,0.89912,0.7541,0.77021,0.46729
0.216,2.24619,1.69189,1.9916,0.29004,0.90234,0.75088,0.77344,0.47051
0.22,2.25264,1.7209,1.9916,0.29004,0.8959,0.7541,0.77344,0.46729
0.224,2.24941,1.71445,1.99482,0.29004,0.8959,0.7541,0.77344,0.47051
0.228,2.24619,1.71445,1.99482,0.29004,0.8959,0.7541,0.77021,0.46729
0.232,2.24941,1.71445,1.99482,0.29004,0.8959,0.7541,0.77344,0.47051
0.236,2.24619,1.70801,1.99482,0.29004,0.88945,0.74443,0.77021,0.47051
0.24,2.24619,1.70479,1.99805,0.29004,0.90234,0.7541,0.77344,0.46729
0.244,2.25264,1.71445,1.9916,0.28682,0.89912,0.75732,0.77344,0.46729
0.248,2.25264,1.7209,1.99805,0.29004,0.89912,0.7541,0.77344,0.47051
0.252,2.25264,1.71768,2.00127,0.29004,0.89912,0.7541,0.77666,0.47051
0.256,2.25264,1.74346,2.01094,0.29004,0.89912,0.75732,0.77344,0.47051
0.26,2.25264,1.7209,2.00449,0.29004,0.89912,0.7541,0.77344,0.47051
0.264,2.24941,1.7209,2.00127,0.29004,0.8959,0.7541,0.77344,0.47051
0.268,2.24941,1.7209,2.00127,0.29004,0.89268,0.7541,0.77344,0.47051
0.272,2.23652,1.7209,2.00449,0.29326,0.88623,0.75088,0.77666,0.47051
0.276,2.22686,1.71768,2.00449,0.29004,0.8959,0.7541,0.77666,0.47051
0.28,2.25264,1.71768,2.00449,0.29004,0.90557,0.74766,0.77344,0.47051
0.284,2.25264,1.71445,2.00449,0.29004,0.90234,0.74443,0.77666,0.47051
0.288,2.25586,1.71768,1.99805,0.29326,0.90234,0.75732,0.77344,0.46729
0.292,2.25586,1.72734,2.00449,0.29326,0.89912,0.75732,0.77666,0.47051
0.296,2.25264,1.72734,2.00771,0.29326,0.8959,0.75732,0.77666,0.47051
0.3,2.25586,1.72734,2.00771,0.29326,0.8959,0.75732,0.77666,0.47051
0.304,2.25264,1.72412,2.00771,0.29326,0.89268,0.75088,0.77666,0.47051
0.308,2.25908,1.73057,2.00771,0.29326,0.90234,0.76055,0.77666,0.47051
0.312,2.25908,1.73057,2.01094,0.29326,0.90557,0.76055,0.77988,0.47051
0.316,2.2623,1.73057,2.01094,0.29326,0.90234,0.75732,0.77988,0.47051
0.32,2.25264,1.73057,2.01094,0.29326,0.90557,0.76055,0.77666,0.47051
0.324,2.25908,1.72412,2.01094,0.29326,0.90557,0.75088,0.77666,0.47373
0.328,2.26553,1.73379,2.01416,0.29326,0.90557,0.76055,0.77988,0.47051
0.332,2.2623,1.73379,2.01416,0.29326,0.90234,0.76055,0.77988,0.47051
0.336,2.2623,1.73701,2.01094,0.29326,0.90234,0.76055,0.77666,0.47051
0.34,2.25908,1.74023,2.01738,0.29326,0.89912,0.76055,0.77988,0.47051
0.344,2.25586,1.73379,2.01738,0.29648,0.8959,0.76055,0.77988,0.47051
0.348,2.24941,1.74023,2.02061,0.29326,0.90879,0.76377,0.77988,0.47051
0.352,2.26875,1.73701,2.01738,0.29326,0.90879,0.76377,0.77988,0.47051
0.356,2.26875,1.74023,2.01738,0.29326,0.90234,0.76055,0.77988,0.47051
0.36,2.2623,1.74023,2.02061,0.29326,0.90234,0.76055,0.77988,0.47051
