Time [s],PD1,PD2,PD3,PD4,PD1_9,PD2_9,PD3_9,PD4_9
0,2.07217,1.38896,1.621,0.30293,0.796,0.66064,0.66064,0.47373
0.004,2.07217,1.38896,1.61133,0.30615,0.796,0.66064,0.66387,0.47695
0.008,2.07217,1.39219,1.621,0.30293,0.79277,0.66064,0.66387,0.47695
0.012,2.06895,1.38896,1.621,0.30615,0.79922,0.65098,0.66064,0.47695
0.016,2.06572,1.3793,1.621,0.30615,0.796,0.65742,0.66064,0.47695
0.02,2.06572,1.39219,1.621,0.30615,0.79277,0.65742,0.66387,0.47695
0.024,2.0625,1.38896,1.62422,0.30615,0.78955,0.66064,0.66387,0.47695
0.028,2.04961,1.38252,1.62422,0.30937,0.77988,0.6542,0.66387,0.47695
0.032,2.05928,1.39541,1.63389,0.30937,0.796,0.65098,0.66387,0.48018
0.036,2.05928,1.3793,1.62744,0.30937,0.796,0.64775,0.66387,0.48018
0.04,2.0625,1.38574,1.62744,0.30937,0.796,0.65742,0.66387,0.48018
0.044,2.05928,1.38574,1.63066,0.30937,0.79277,0.65742,0.66709,0.48018
0.048,2.05605,1.39219,1.63389,0.30937,0.78955,0.66064,0.66709,0.48018
0.052,2.05605,1.38896,1.63711,0.3126,0.78633,0.6542,0.66709,0.48018
0.056,2.04639,1.38896,1.63711,0.30937,0.78311,0.6542,0.66709,0.48018
0.06,2.03672,1.38574,1.63711,0.30937,0.77666,0.65098,0.66709,0.48018
0.064,2.05283,1.3793,1.63711,0.30937,0.79277,0.64775,0.66387,0.48018
0.068,2.05605,1.38574,1.64033,0.3126,0.79277,0.6542,0.67031,0.48018
0.072,2.04961,1.38574,1.64033,0.30937,0.78955,0.6542,0.67031,0.48018
0.076,2.03994,1.38574,1.64033,0.30937,0.78311,0.65098,0.66709,0.48018
0.08,2.03027,1.38252,1.64033,0.3126,0.77666,0.65098,0.67031,0.48018
0.084,2.04639,1.38252,1.64033,0.3126,0.78633,0.6542,0.67031,0.48018
0.088,2.0335,1.3793,1.64033,0.30937,0.78633,0.6542,0.66709,0.4834
0.092,2.0335,1.3793,1.64033,0.3126,0.78311,0.6542,0.66709,0.48018
0.096,2.03027,1.37607,1.64033,0.3126,0.78311,0.65742,0.66709,0.48018
0.1,2.02705,1.36963,1.63389,0.3126,0.77988,0.64775,0.66709,0.48018
0.104,2.01094,1.36641,1.63711,0.30937,0.77021,0.64775,0.66709,0.48018
0.108,2.00771,1.35996,1.63711,0.30937,0.76377,0.63809,0.66709,0.48018
0.112,1.9916,1.35674,1.64033,0.3126,0.75732,0.63809,0.66709,0.48018
0.116,2.00449,1.35674,1.64033,0.30937,0.77344,0.64131,0.66709,0.48018
0.12,2.00449,1.35674,1.65,0.3126,0.77021,0.64131,0.67031,0.48018
0.124,2.00449,1.35674,1.65645,0.3126,0.77021,0.63486,0.67031,0.48018
0.128,1.99482,1.34707,1.66289,0.3126,0.77021,0.64131,0.67354,0.4834
0.132,1.99805,1.35674,1.66611,0.3126,0.76377,0.64453,0.67354,0.48018
0.136,1.9916,1.35996,1.67256,0.3126,0.76055,0.64131,0.67354,0.4834
0.14,1.98516,1.35996,1.68223,0.3126,0.7541,0.63809,0.67676,0.4834
0.144,1.98193,1.35352,1.68867,0.3126,0.76055,0.64131,0.67998,0.48018
0.148,1.98193,1.35674,1.68545,0.3126,0.75732,0.64131,0.67998,0.4834
0.152,1.98193,1.36318,1.70156,0.3126,0.7541,0.64453,0.6832,0.4834
0.156,1.97549,1.36641,1.71445,0.31582,0.74766,0.64131,0.68643,0.4834
0.16,1.97871,1.37285,1.72734,0.31582,0.7541,0.63809,0.68643,0.4834
0.164,1.98516,1.37285,1.73057,0.31582,0.75732,0.64775,0.68965,0.4834
0.168,1.98838,1.37607,1.73701,0.31582,0.75732,0.64775,0.69287,0.4834
0.172,1.98193,1.3793,1.74668,0.31582,0.75088,0.64775,0.69932,0.4834
0.176,1.98516,1.39541,1.76279,0.31582,0.75088,0.65098,0.69932,0.4834
0.18,1.98516,1.39219,1.77246,0.31904,0.74443,0.65098,0.70254,0.4834
