Time [s],PD1,PD2,PD3,PD4,PD1_9,PD2_9,PD3_9,PD4_9
0,1.78857,2.49756,2.08184,0.28037,0.74443,1.01191,0.854,0.45439
0.004,1.86914,2.49756,2.07539,0.28359,0.81211,1.02158,0.85078,0.45439
0.008,1.87236,2.48145,2.08184,0.28037,0.79922,1.02158,0.85078,0.45439
0.012,1.83691,2.51689,2.08184,0.28359,0.80889,1.02158,0.85078,0.45762
0.016,1.85947,2.48789,2.08184,0.28037,0.80244,1.01836,0.85078,0.45762
0.02,1.85947,2.48467,2.08184,0.28037,0.79277,1.03447,0.85078,0.45439
0.024,1.83369,2.50723,2.07861,0.28359,0.77021,1.01836,0.85078,0.45439
0.028,1.78535,2.49756,2.07539,0.28037,0.81533,1.02158,0.84756,0.45439
0.032,1.87236,2.49434,2.06572,0.28037,0.80889,0.9958,0.84434,0.45762
0.036,1.8627,2.446,2.08184,0.28037,0.80566,0.98613,0.84434,0.45439
0.04,1.88203,2.48467,2.07861,0.28037,0.81533,1.02158,0.85078,0.45439
0.044,1.87236,2.50078,2.08184,0.28037,0.80889,1.01836,0.84756,0.45439
0.048,1.86914,2.50078,2.07861,0.29004,0.81211,1.01836,0.85078,0.45439
0.052,1.87881,2.48145,2.08184,0.28037,0.80244,1.0248,0.85078,0.45439
0.056,1.84336,2.51367,2.07861,0.28359,0.77988,1.02158,0.84756,0.45439
0.06,1.83691,2.50723,2.08184,0.28359,0.77021,1.01514,0.85078,0.45439
0.064,1.7918,2.49756,2.07539,0.28037,0.81533,1.02158,0.84756,0.45439
0.068,1.87559,2.49756,2.06895,0.28037,0.81211,1.01836,0.84756,0.45439
0.072,1.88203,2.48145,2.07861,0.28359,0.80566,1.01836,0.85078,0.45439
0.076,1.8498,2.51367,2.07861,0.28359,0.78311,1.01836,0.84756,0.45439
0.08,1.86914,2.48145,2.08184,0.28359,0.80244,1.00869,0.84434,0.45439
0.084,1.87881,2.50078,2.06895,0.28037,0.81533,1.01836,0.84434,0.45439
0.088,1.87559,2.50078,2.08506,0.28037,0.81211,1.01836,0.84756,0.45439
0.092,1.87559,2.49756,2.08506,0.28037,0.81211,1.01836,0.84434,0.45439
0.096,1.87236,2.48789,2.08184,0.28037,0.80566,1.01836,0.84756,0.45439
0.1,1.81436,2.504,2.08184,0.28037,0.7541,1.01191,0.84756,0.45439
0.104,1.80146,2.49756,2.08184,0.28359,0.80244,1.00225,0.84434,0.45439
0.108,1.87559,2.46211,2.08184,0.28037,0.81211,0.9958,0.84434,0.45439
0.112,1.87236,2.45244,2.08184,0.28037,0.80889,0.98613,0.84111,0.45439
0.116,1.87559,2.48467,2.08828,0.28037,0.80889,1.01514,0.84434,0.45439
0.12,1.80791,2.504,2.08828,0.28037,0.7541,1.01191,0.84756,0.45439
0.124,1.80146,2.49756,2.08506,0.27715,0.81855,1.02158,0.84756,0.45439
0.128,1.88525,2.49756,2.07861,0.28037,0.81855,1.01836,0.84434,0.45439
0.132,1.88525,2.49111,2.07539,0.28037,0.81533,1.02158,0.84756,0.45439
0.136,1.85625,2.51689,2.0915,0.28682,0.78311,1.01836,0.84756,0.45439
0.14,1.83691,2.50723,2.08828,0.28359,0.80889,1.00869,0.84434,0.45439
0.144,1.87881,2.46855,2.09473,0.28359,0.81533,0.99902,0.84434,0.45439
0.148,1.87881,2.45566,2.0915,0.28359,0.82178,1.02803,0.84756,0.45762
0.152,1.88525,2.50078,2.09473,0.28359,0.81211,1.01836,0.84756,0.45439
0.156,1.88203,2.48467,2.09473,0.28359,0.80889,1.00869,0.84756,0.45762
0.16,1.88203,2.46855,2.09795,0.28359,0.77344,1.01514,0.84756,0.45762
0.164,1.81436,2.504,2.09795,0.28359,0.75732,1.01191,0.84756,0.45439
0.168,1.81113,2.50078,2.09795,0.28359,0.82178,1.01836,0.84756,0.45439
0.172,1.88203,2.44922,2.10117,0.28359,0.825,1.02158,0.84756,0.45762
0.176,1.90459,2.48789,2.10117,0.28359,0.82178,1.02158,0.84756,0.45439
0.18,1.88848,2.49111,2.08184,0.28359,0.81855,1.02158,0.84756,0.45439
0.184,1.88848,2.504,2.09473,0.28359,0.81533,1.01836,0.84756,0.45439
0.188,1.88848,2.48467,2.0915,0.28359,0.80244,1.02158,0.84756,0.45439
0.192,1.8498,2.51045,2.0915,0.28359,0.77021,1.01514,0.84434,0.45439
0.196,1.81758,2.50078,2.0915,0.28359,0.825,1.02158,0.84756,0.45439
0.2,1.90459,2.48789,2.0915,0.28359,0.82178,1.02158,0.84756,0.45762
0.204,1.90137,2.48789,2.0915,0.28359,0.81533,1.01836,0.84756,0.45439
0.208,1.88848,2.50078,2.0915,0.28359,0.81533,1.01836,0.84756,0.45762
0.212,1.89814,2.51367,2.09473,0.29004,0.77988,1.01514,0.84756,0.45439
0.216,1.81758,2.51045,2.09473,0.28359,0.7541,1.01514,0.84756,0.45439
0.22,1.8917,2.504,2.08828,0.28359,0.82178,1.02158,0.84434,0.45439
0.224,1.8917,2.49434,2.08184,0.28037,0.81855,1.02158,0.84434,0.45762
0.228,1.8917,2.48789,2.09473,0.28359,0.79922,1.02158,0.84756,0.45762
0.232,1.8627,2.51367,2.09795,0.28682,0.81533,1.01836,0.84756,0.45762
0.236,1.88525,2.49434,2.10117,0.28359,0.81211,1.01836,0.84756,0.45762
0.24,1.88848,2.48789,2.09795,0.28359,0.80889,1.00869,0.84434,0.46084
0.244,1.83691,2.51045,2.10117,0.28359,0.76377,1.01514,0.84756,0.45762
0.248,1.88848,2.46855,2.10439,0.28359,0.81855,0.9958,0.84434,0.45762
0.252,1.88848,2.44922,2.10439,0.28359,0.82822,1.02158,0.84756,0.45762
0.256,1.90781,2.49111,2.10439,0.28359,0.825,1.02158,0.85078,0.45762
0.26,1.90459,2.49111,2.10439,0.28359,0.81533,1.02158,0.85078,0.45762
0.264,1.88848,2.47178,2.10439,0.28359,0.81855,0.99902,0.84434,0.45762
0.268,1.88525,2.46533,2.10439,0.28359,0.76055,1.01514,0.84756,0.45762
0.272,1.81436,2.504,2.10117,0.28359,0.825,1.02158,0.84756,0.45439
0.276,1.89492,2.504,2.0915,0.28359,0.83145,1.03125,0.84756,0.45762
0.28,1.90459,2.49111,2.10439,0.28359,0.81211,1.02158,0.84756,0.45762
0.284,1.85303,2.51367,2.10439,0.28682,0.77344,1.01514,0.84756,0.45439
0.288,1.8208,2.50723,2.10439,0.28359,0.75732,1.01514,0.85078,0.45762
0.292,1.89814,2.50723,2.09795,0.28682,0.825,1.01836,0.84756,0.45439
0.296,1.89492,2.49756,2.0915,0.28359,0.82178,1.02158,0.85078,0.45762
0.3,1.86914,2.52656,2.10439,0.28682,0.78633,1.01836,0.84756,0.45439
0.304,1.84336,2.51367,2.10762,0.28682,0.81211,1.02158,0.84756,0.45762
0.308,1.88848,2.48789,2.10762,0.28359,0.80889,1.00547,0.84756,0.45762
0.312,1.8917,2.47178,2.11084,0.28359,0.76055,1.01514,0.85078,0.45762
0.316,1.81436,2.50723,2.10762,0.28682,0.825,1.02158,0.85078,0.45762
0.32,1.89814,2.51045,2.11406,0.28682,0.82178,1.02158,0.85078,0.45762
0.324,1.89492,2.50723,2.11406,0.28682,0.82822,1.0248,0.854,0.46084
0.328,1.91426,2.49756,2.11729,0.28682,0.825,1.02158,0.85078,0.45762
0.332,1.90781,2.49434,2.11729,0.28682,0.81533,1.02158,0.854,0.45762
0.336,1.89492,2.50078,2.12051,0.28682,0.81533,1.02158,0.854,0.45762
0.34,1.88848,2.51367,2.12051,0.28682,0.82178,1.0248,0.854,0.45762
0.344,1.89814,2.51045,2.12051,0.28682,0.82178,1.0248,0.854,0.45762
0.348,1.89492,2.50078,2.12051,0.28682,0.81533,1.02158,0.854,0.45762
0.352,1.8917,2.49756,2.12373,0.28682,0.81533,1.02158,0.854,0.46084
0.356,1.8917,2.47178,2.12373,0.28682,0.81855,1.00225,0.85078,0.45762
0.36,1.89492,2.46533,2.12373,0.28682,0.825,1.0248,0.85078,0.45762
0.364,1.89814,2.51045,2.12373,0.28682,0.82178,1.0248,0.854,0.45762
0.368,1.89814,2.50723,2.12695,0.28682,0.81855,1.0248,0.854,0.45762
0.372,1.89814,2.49434,2.12695,0.28682,0.80566,1.0248,0.854,0.45762
0.376,1.89814,2.53945,2.13984,0.29326,0.81855,1.0248,0.85723,0.45762
0.38,1.89492,2.50078,2.13018,0.28682,0.81533,1.02158,0.854,0.45762
0.384,1.89492,2.49756,2.13018,0.28682,0.81533,1.01836,0.854,0.45762
0.388,1.89492,2.48467,2.1334,0.28682,0.81211,1.00225,0.854,0.45762
0.392,1.82725,2.52012,2.1334,0.29004,0.76055,1.01836,0.85723,0.45762
0.396,1.90459,2.51367,2.12695,0.29004,0.82178,1.00225,0.854,0.46084
0.4,1.89492,2.47178,2.1334,0.28682,0.81855,0.9958,0.854,0.45762
0.404,1.91748,2.50078,2.13984,0.28682,0.82822,1.02803,0.86045,0.45762
0.408,1.90137,2.50723,2.12373,0.28682,0.82178,1.02803,0.86045,0.45762
0.412,1.89814,2.504,2.13984,0.28682,0.81855,1.0248,0.85723,0.45762
0.416,1.89814,2.504,2.14307,0.28682,0.81533,1.02158,0.85723,0.46084
0.42,1.89814,2.48789,2.13984,0.29004,0.81533,1.00869,0.85723,0.45762
0.424,1.89814,2.47822,2.14307,0.28682,0.82178,1.00225,0.854,0.45762
0.428,1.90137,2.51367,2.14307,0.29004,0.81855,1.0248,0.85723,0.45762
0.432,1.90137,2.504,2.14307,0.28682,0.82178,1.0248,0.86045,0.45762
0.436,1.89814,2.49756,2.14307,0.28682,0.80244,1.02803,0.86045,0.45762
0.44,1.87559,2.52979,2.14307,0.29004,0.82178,1.01191,0.85723,0.45762
0.444,1.89814,2.46855,2.14629,0.29004,0.83145,1.02803,0.86045,0.45762
0.448,1.9207,2.504,2.14629,0.29004,0.81855,1.02803,0.86045,0.45762
0.452,1.88525,2.53623,2.14629,0.29648,0.81855,1.0248,0.86045,0.45762
0.456,1.90137,2.504,2.14629,0.29004,0.81533,1.0248,0.85723,0.45762
0.46,1.90137,2.49434,2.14629,0.29004,0.81533,1.01191,0.85723,0.45762
0.464,1.83691,2.52334,2.14629,0.29326,0.76377,1.02158,0.86045,0.45762
0.468,1.82725,2.51367,2.14307,0.29004,0.81211,1.02803,0.86045,0.46084
0.472,1.88203,2.53301,2.14629,0.29326,0.78955,1.0248,0.86045,0.45762
0.476,1.8627,2.52012,2.14629,0.29326,0.81533,1.00869,0.85723,0.45762
0.48,1.90459,2.475,2.14629,0.29004,0.82178,0.9958,0.854,0.45762
0.484,1.92715,2.50078,2.14307,0.29004,0.825,1.02803,0.86045,0.45762
0.488,1.91104,2.49756,2.14629,0.29004,0.81855,1.0248,0.85723,0.45762
0.492,1.91104,2.49434,2.14951,0.29004,0.81855,1.01191,0.85723,0.46084
0.496,1.91104,2.47822,2.14951,0.29004,0.825,1.00225,0.854,0.46084
0.5,1.9207,2.51367,2.1334,0.29326,0.82822,1.0248,0.85723,0.45762
0.504,1.93359,2.53301,2.14951,0.30293,0.81211,1.02803,0.86045,0.46084
0.508,1.88525,2.52656,2.14951,0.29326,0.78955,1.0248,0.85723,0.46084
0.512,1.85947,2.52656,2.14951,0.29326,0.77021,1.01836,0.86045,0.46084
0.516,1.84014,2.51689,2.14951,0.29326,0.83145,1.02803,0.86045,0.46084
0.52,1.93359,2.504,2.15273,0.29326,0.83467,1.02803,0.86045,0.46084
0.524,1.93359,2.504,2.15596,0.29326,0.82822,1.02803,0.86045,0.46084
0.528,1.91748,2.52012,2.15596,0.29326,0.82822,1.02803,0.86045,0.46084
