Time [s],PD1,PD2,PD3,PD4,PD1_9,PD2_9,PD3_9,PD4_9
0,1.71445,2.24297,2.34932,0.36738,0.86367,1.15049,1.20205,0.54141
0.004,1.72412,2.28164,2.34932,0.36738,0.86367,1.18916,1.20527,0.54141
0.008,1.73701,2.27197,2.34932,0.36738,0.85723,1.17305,1.20205,0.54141
0.012,1.74023,2.2333,2.34932,0.37061,0.86367,1.1376,1.20205,0.54141
0.016,1.7499,2.2623,2.34932,0.36738,0.87334,1.19238,1.20527,0.54141
0.02,1.73379,2.23975,2.34609,0.36738,0.86367,1.14727,1.20205,0.54141
0.024,1.74668,2.26553,2.34932,0.36738,0.87012,1.19561,1.20527,0.54141
0.028,1.73379,2.28164,2.35254,0.36738,0.86367,1.19238,1.20527,0.54141
0.032,1.72734,2.26875,2.34932,0.36738,0.87334,1.20527,1.20527,0.54141
0.036,1.73057,2.2623,2.3332,0.36738,0.87012,1.19561,1.19561,0.53818
0.04,1.71768,2.26875,2.34932,0.36738,0.85723,1.17627,1.20527,0.54141
0.044,1.72734,2.2333,2.34932,0.36738,0.87012,1.19883,1.20527,0.54141
0.048,1.73057,2.26553,2.32354,0.36738,0.86689,1.19883,1.21172,0.54141
0.052,1.7209,2.28486,2.35254,0.36738,0.86045,1.19238,1.20527,0.54141
0.056,1.65322,2.26553,2.34609,0.37061,0.87012,1.19561,1.20205,0.54141
0.06,1.67578,2.25586,2.32031,0.37061,0.87656,1.19561,1.2085,0.54141
0.064,1.69834,2.2623,2.35254,0.36416,0.87012,1.19238,1.21172,0.54141
0.068,1.67578,2.28486,2.35254,0.36738,0.85723,1.17305,1.2085,0.54141
0.072,1.70801,2.23975,2.34932,0.36738,0.86367,1.14082,1.20527,0.54141
0.076,1.69512,2.25908,2.34932,0.36416,0.85723,1.20205,1.2085,0.54141
0.08,1.68545,2.2752,2.34932,0.36738,0.87979,1.19561,1.21172,0.54141
0.084,1.71445,2.26553,2.35254,0.36738,0.87656,1.19238,1.21172,0.54141
0.088,1.70479,2.28809,2.35254,0.36738,0.85078,1.19883,1.2085,0.53818
0.092,1.70479,2.23652,2.34932,0.36738,0.86367,1.14404,1.20527,0.54141
0.096,1.71445,2.29131,2.34932,0.36738,0.86367,1.19561,1.2085,0.54141
0.1,1.71123,2.2752,2.34932,0.36416,0.85723,1.18594,1.2085,0.54141
