Time [s],PD1,PD2,PD3,PD4,PD1_9,PD2_9,PD3_9,PD4_9
0,1.79824,1.18271,1.29229,0.18369,0.6542,0.53496,0.52207,0.33838
0.004,1.79824,1.17949,1.29229,0.18369,0.6542,0.53174,0.52207,0.33838
0.008,1.79502,1.17627,1.28906,0.18369,0.65098,0.53174,0.52207,0.33516
0.012,1.7918,1.17627,1.28906,0.18369,0.6542,0.53496,0.52207,0.33838
0.016,1.80146,1.17949,1.29229,0.18369,0.6542,0.53496,0.52207,0.33516
0.02,1.80146,1.17949,1.28906,0.18369,0.6542,0.53174,0.52529,0.33516
0.024,1.79824,1.17949,1.29229,0.18369,0.65098,0.52852,0.52207,0.33516
0.028,1.7918,1.17949,1.28906,0.18369,0.64775,0.52852,0.52207,0.33838
0.032,1.7918,1.17949,1.28906,0.18369,0.66709,0.53496,0.52529,0.33838
0.036,1.81113,1.17949,1.28906,0.18369,0.66387,0.53496,0.52207,0.33838
0.04,1.81113,1.17949,1.28906,0.18369,0.66387,0.53496,0.52207,0.33838
0.044,1.80791,1.17949,1.28584,0.18369,0.66064,0.53496,0.52207,0.33516
0.048,1.81436,1.17949,1.28906,0.18369,0.66387,0.53496,0.52207,0.33838
0.052,1.81436,1.18271,1.28906,0.18369,0.66064,0.53496,0.52207,0.33838
0.056,1.81113,1.17949,1.28906,0.18691,0.66064,0.53496,0.52207,0.33838
0.06,1.80791,1.17949,1.28906,0.18369,0.66064,0.53496,0.52207,0.33838
0.064,1.80469,1.18271,1.28584,0.18369,0.65742,0.53496,0.52207,0.33838
0.068,1.80146,1.18271,1.28584,0.18369,0.65742,0.53174,0.52207,0.33516
0.072,1.79502,1.17305,1.28262,0.18369,0.65098,0.52852,0.51885,0.33516
0.076,1.78857,1.17305,1.27939,0.18369,0.64775,0.52852,0.51885,0.33516
0.08,1.78535,1.16982,1.27939,0.18369,0.64775,0.52852,0.51885,0.33838
0.084,1.77891,1.1666,1.27939,0.18369,0.64775,0.52529,0.52207,0.33838
0.088,1.77891,1.1666,1.27617,0.18369,0.64453,0.52529,0.52207,0.33838
0.092,1.77568,1.1666,1.27939,0.18369,0.64453,0.52529,0.51885,0.33516
0.096,1.77246,1.16982,1.27617,0.18369,0.64131,0.52529,0.51885,0.33516
0.1,1.7918,1.1666,1.26973,0.18369,0.6542,0.52852,0.51885,0.33516
0.104,1.78535,1.1666,1.26328,0.18369,0.65098,0.52852,0.51562,0.33516
0.108,1.77568,1.16016,1.25684,0.18369,0.65098,0.52529,0.51562,0.33516
0.112,1.77246,1.15693,1.25361,0.18369,0.65098,0.52529,0.51562,0.33516
0.116,1.77246,1.15371,1.25361,0.18047,0.64775,0.52207,0.51562,0.33838
0.12,1.76279,1.15049,1.25039,0.18369,0.64453,0.51885,0.5124,0.33516
0.124,1.75957,1.15049,1.24717,0.18369,0.64131,0.51885,0.51562,0.33516
0.128,1.75312,1.14727,1.24717,0.18047,0.64131,0.51562,0.5124,0.33516
0.132,1.74668,1.14404,1.24395,0.18047,0.63486,0.51885,0.5124,0.33516
0.136,1.74346,1.14727,1.24072,0.17725,0.63486,0.51885,0.50918,0.33838
0.14,1.74023,1.14404,1.24072,0.18047,0.63164,0.5124,0.5124,0.33516
0.144,1.73379,1.13437,1.24072,0.18047,0.62842,0.5124,0.5124,0.33516
0.148,1.73057,1.1376,1.24072,0.18047,0.63164,0.51562,0.5124,0.33516
0.152,1.73379,1.1376,1.2375,0.18047,0.63164,0.5124,0.50596,0.33516
0.156,1.73057,1.13115,1.23428,0.18047,0.62842,0.50596,0.50918,0.33516
0.16,1.73057,1.12793,1.2375,0.18047,0.6252,0.50918,0.50918,0.33516
0.164,1.7209,1.13437,1.23428,0.18047,0.6252,0.50918,0.50918,0.33516
0.168,1.71768,1.13115,1.23105,0.18047,0.62197,0.50918,0.50918,0.33516
0.172,1.73057,1.13115,1.23428,0.18047,0.6252,0.50918,0.50918,0.33516
0.176,1.72734,1.14082,1.2375,0.18047,0.62842,0.5124,0.50918,0.33516
0.18,1.73057,1.1376,1.2375,0.18047,0.62842,0.50918,0.50918,0.33516
